DAY_ID,ACCOUNT_DIM_ID,DAILY_BALANCE_AMT,EFF_DT,END_DT
2023-10-24,56931,6563.1,2019-08-11,
2023-02-09,28809,1374.64,2017-04-29,
2023-08-21,13380,3498.43,2018-10-27,
2023-07-25,16409,6538.19,2016-08-02,
2023-08-05,3650,5528.62,2015-04-22,
2023-12-20,47395,4638.8,2016-06-25,
2023-08-06,87692,8200.86,2020-04-18,
2023-10-20,49168,4157.05,2017-08-19,
2023-10-18,8708,1646.59,2016-03-25,
2023-08-06,79574,3348.3,2015-07-01,
2023-07-28,58923,4567.72,2018-09-12,
2023-04-22,24743,6217.17,2021-08-15,
2023-05-25,36274,9156.69,2022-10-01,
2023-08-12,12123,8569.62,2016-09-15,
2023-06-30,58197,6174.26,2017-04-26,
2023-08-07,57898,8767.6,2017-01-11,
2023-01-24,50655,1250.11,2019-08-16,
2023-11-29,93341,3541.48,2016-11-20,2023-11-11
2023-08-10,52717,3450.67,2017-04-16,
2023-03-23,60421,9449.52,2020-09-27,2023-12-09
2023-12-08,84337,9700.67,2019-04-04,
2023-04-13,19190,3188.01,2019-01-12,
2023-08-03,10178,7551.71,2021-12-25,
2023-09-08,5062,6369.58,2020-06-22,
2023-11-14,13408,3467.44,2017-08-08,
2023-01-24,13192,1483.13,2018-12-05,2023-06-30
2023-06-22,20567,9234.46,2022-01-08,
2023-09-04,19938,6420.34,2017-11-03,
2023-10-16,60612,483.91,2022-02-15,
2023-12-02,83475,6073.51,2018-02-21,
2023-11-09,51019,1386.63,2017-02-07,
2023-04-24,10158,368.04,2022-08-06,
2023-03-16,7356,8729.32,2016-11-06,
2023-08-06,7117,7398.71,2017-03-02,
2023-12-29,25833,7190.51,2019-04-12,
2023-12-29,26902,3929.4,2019-05-24,
2023-03-04,63808,3235.42,2018-05-10,
2023-04-19,94726,1817.87,2017-08-12,
2023-09-30,46809,4021.81,2017-07-03,
2023-08-11,40004,3324.58,2016-03-14,
2023-01-29,36871,3548.12,2016-05-12,
2023-04-22,65382,5707.27,2022-11-13,
2023-11-11,7443,175.23,2019-08-11,
2023-08-29,58615,1479.22,2017-02-08,
2023-02-13,7287,6124.62,2016-08-01,
2023-08-26,89403,4771.56,2018-10-12,
2023-10-28,95789,8617.62,2021-08-13,
2023-02-16,61338,3186.75,2017-10-16,
2023-01-31,26034,6931.26,2015-11-26,
2023-02-26,73686,6983.29,2021-01-11,
2023-04-19,83868,593.56,2016-07-18,
2023-06-11,68971,8673.44,2016-02-15,
2023-11-07,12336,7898.85,2017-05-06,
2023-08-22,93523,3878.43,2019-04-23,
2023-10-23,35978,6508.03,2015-06-27,
2023-05-22,87878,6122.1,2018-02-13,
2023-07-02,50815,4829.61,2016-04-01,
2023-08-07,21615,3080.64,2018-12-04,
2023-09-12,92460,6268.47,2015-09-19,
2023-05-18,57191,5205.77,2016-11-22,
2023-11-07,80729,7305.96,2020-11-17,
2023-07-28,19154,5929.97,2015-09-17,
2023-07-05,16480,2708.01,2017-04-15,
2023-06-02,84760,1221.68,2018-12-07,
2023-05-07,36911,9969.75,2018-05-22,
2023-04-14,77914,2967.11,2016-04-04,
2023-07-03,32393,4015.84,2017-01-07,2023-12-07
2023-08-07,85095,959.93,2021-03-10,
2023-09-19,12951,7462.62,2021-01-24,
2023-05-24,47151,6257.03,2016-02-15,
2023-04-22,39310,2689.37,2018-01-03,
2023-03-24,89116,1275.92,2020-08-18,2023-04-02
2023-05-24,37532,8347.22,2019-07-17,
2023-04-17,53734,7277.84,2020-05-25,
2023-07-26,15114,3410.57,2019-06-20,
2023-01-03,20145,5875.7,2019-04-30,
2023-08-26,51157,589.57,2021-03-23,
2023-05-11,56504,5179.18,2022-07-11,
2023-02-08,78266,7804.02,2018-09-11,
2023-08-05,62248,3140.84,2019-10-19,
2023-10-31,87332,6165.16,2017-05-24,
2023-05-23,44399,7445.6,2020-01-12,
2023-08-26,46246,4901.62,2021-01-17,
2023-01-31,74155,7019.3,2019-03-28,
2023-07-30,55878,8861.1,2017-04-10,
2023-03-12,83153,3301.6,2020-02-27,
2023-03-29,15733,4385.55,2015-10-26,
2023-04-04,51168,1160.2,2016-05-14,2023-01-08
2023-07-24,35637,8626.43,2019-03-08,
2023-07-25,13750,3993.36,2018-04-19,
2023-02-03,66467,606.69,2016-06-02,
2023-02-07,99289,7463.15,2020-09-12,
2023-01-15,40741,9280.2,2016-10-25,
2023-10-25,30075,5122.0,2016-06-28,2023-07-27
2023-04-12,94025,7273.18,2016-02-08,
2023-09-19,35856,881.44,2022-05-03,
2023-06-13,95898,6007.32,2017-03-26,
2023-11-09,34712,6473.51,2015-01-05,
2023-12-04,14498,7277.83,2022-11-04,
2023-03-11,70490,2672.88,2015-05-24,
2023-01-16,43255,903.17,2015-11-13,
2023-02-04,14617,9764.1,2017-12-11,
2023-08-29,98929,3157.26,2022-08-21,
2023-11-08,60057,9498.94,2016-11-14,
2023-08-30,71280,4620.81,2016-06-15,
2023-01-24,15263,8864.35,2017-09-03,
2023-09-01,29833,5199.49,2021-04-10,
2023-07-31,98842,8849.64,2021-10-06,
2023-12-08,59817,7295.95,2016-07-03,
2023-02-26,20983,3726.23,2017-12-13,
2023-12-23,27763,5968.64,2017-05-16,2023-08-07
2023-08-20,96801,4176.7,2015-08-05,
2023-01-25,90589,9351.77,2022-09-04,
2023-11-12,98934,1092.19,2021-05-26,
2023-02-17,9673,746.61,2019-03-22,
2023-04-16,50761,2311.95,2019-02-09,
2023-04-20,37926,5247.43,2020-06-19,
2023-03-29,35331,2766.0,2016-11-08,
2023-05-16,83456,6092.23,2021-08-14,
2023-02-28,23844,2358.91,2021-01-25,
2023-05-29,1693,4887.64,2022-11-21,
2023-05-05,42086,7327.03,2017-06-27,
2023-05-26,50030,5862.55,2020-01-30,
2023-02-03,16662,2671.69,2015-01-31,
2023-10-07,20980,2305.4,2015-06-18,
2023-04-05,28794,269.16,2020-06-30,2023-06-06
2023-10-23,64299,3993.62,2022-05-07,
2023-10-08,89655,9655.67,2021-05-27,2023-10-28
2023-05-31,211,6283.05,2017-11-18,
2023-03-15,72766,1430.4,2016-06-01,
2023-08-11,60464,1831.36,2018-07-19,
2023-06-21,44723,6803.23,2015-11-01,
2023-08-03,5126,6527.23,2022-01-19,
2023-05-03,8865,2660.44,2018-04-15,
2023-07-07,217,2414.92,2016-05-10,2023-05-02
2023-08-01,42642,1273.74,2016-06-23,
2023-02-16,99470,6813.26,2020-08-24,
2023-02-11,80039,1508.58,2021-12-16,
2023-01-17,37394,8356.93,2021-09-13,
2023-04-15,42275,4698.66,2019-07-20,
2023-06-26,35639,8403.91,2017-07-26,2023-01-25
2023-09-22,66809,9816.32,2015-01-20,
2023-12-29,14000,2488.21,2019-10-26,
2023-01-04,4732,2901.58,2017-11-20,
2023-07-29,47480,4561.92,2018-02-21,
2023-07-11,30164,1645.16,2021-09-30,
2023-01-19,48060,5303.33,2018-01-05,
2023-05-29,78877,1370.15,2022-06-25,
2023-09-02,92157,9172.32,2020-09-14,
2023-11-19,62018,2455.95,2016-12-23,2023-03-25
2023-08-27,87236,8036.38,2017-01-16,
2023-12-03,27505,4608.88,2020-02-08,
2023-08-22,6015,8835.34,2019-12-25,
2023-11-29,24178,4001.04,2020-03-06,
2023-06-02,94808,5202.91,2017-02-21,
2023-08-17,53353,9101.22,2018-06-27,
2023-07-06,27588,4004.21,2021-08-30,2023-07-24
2023-12-31,56152,9325.23,2020-08-01,
2023-09-09,5651,6173.76,2018-02-16,
2023-04-21,25203,5041.02,2016-05-23,
2023-04-30,21684,8420.21,2015-06-14,
2023-02-16,86759,1495.8,2016-08-03,
2023-03-15,12982,5998.93,2016-10-25,
2023-08-05,67204,3596.4,2021-10-04,
2023-02-28,22946,9558.96,2020-12-14,2023-08-12
2023-11-08,58887,8470.17,2019-05-29,
2023-11-11,24557,4436.94,2015-06-25,
2023-01-29,61184,3795.44,2020-10-09,
2023-09-20,98673,714.89,2020-07-26,2023-03-26
2023-09-02,17495,1831.57,2017-02-10,
2023-06-16,84430,8968.49,2017-05-31,
2023-04-28,70781,7531.7,2017-10-03,
2023-12-05,23155,560.68,2017-09-13,2023-08-09
2023-09-06,25813,9361.2,2016-02-19,
2023-05-13,18523,7145.36,2021-01-04,
2023-01-04,87399,5976.55,2018-07-14,
2023-06-30,4633,4910.46,2018-06-15,
2023-07-16,21662,4296.41,2015-09-14,
2023-01-26,40272,8564.67,2021-01-10,
2023-02-12,2728,7550.14,2016-10-10,
2023-08-30,22109,6778.29,2018-12-07,
2023-09-20,77236,7096.98,2019-11-16,
2023-03-30,1264,9331.21,2022-08-19,
2023-10-03,66558,7035.13,2021-06-26,
2023-07-13,78939,4454.39,2016-05-30,2023-08-13
2023-07-18,6849,9424.98,2017-02-19,2023-04-27
2023-06-10,44247,8213.38,2021-03-25,
2023-07-03,53696,3055.4,2022-01-26,2023-03-14
2023-05-14,80279,3997.22,2017-05-24,
2023-06-22,39815,6512.08,2017-03-28,
2023-10-25,91307,7788.79,2018-11-26,
2023-12-31,51839,2886.98,2016-05-08,
2023-10-28,72443,9730.2,2017-11-02,
2023-05-13,96799,4693.77,2016-10-04,
2023-03-12,25147,9487.22,2020-02-01,
2023-01-29,73980,9747.59,2020-11-19,
2023-08-08,99695,5706.81,2021-07-12,
2023-04-20,29707,164.57,2020-11-23,
2023-09-29,43621,6594.18,2018-06-09,
2023-02-23,6945,8892.88,2017-02-16,
2023-12-23,10902,8249.75,2016-09-26,
2023-10-11,53649,5263.75,2018-04-01,
2023-02-13,83025,6842.03,2016-05-05,
2023-01-30,2484,1405.77,2015-02-25,
2023-10-05,93458,9256.84,2015-03-01,2023-08-03
2023-06-12,29397,7194.15,2017-06-02,
2023-10-22,52026,5508.55,2016-12-19,
2023-12-16,8763,201.38,2019-03-10,
2023-11-14,4619,4146.61,2020-05-20,
2023-12-14,80084,9217.67,2019-12-04,
2023-12-17,91564,2352.17,2020-12-05,2023-05-18
2023-11-01,88666,803.98,2018-10-10,
2023-12-12,50026,1210.33,2019-10-21,
2023-08-20,76174,8279.75,2021-01-06,2023-07-26
2023-09-05,49007,4376.72,2021-04-18,
2023-06-08,41935,9356.63,2015-02-19,2023-12-24
2023-08-20,8876,7135.19,2021-06-03,
2023-04-27,23931,7061.98,2021-09-13,
2023-12-02,26685,1068.03,2015-07-06,
2023-11-23,16346,7777.25,2015-08-20,
2023-01-12,36233,8721.67,2021-02-01,
2023-09-28,97277,6182.19,2022-09-24,2023-05-10
2023-12-04,1466,4254.23,2020-01-08,
2023-04-24,47040,2356.93,2022-03-14,
2023-10-12,81101,2275.03,2021-01-20,2023-06-21
2023-02-14,68702,4220.91,2018-11-26,
2023-04-14,67790,5557.98,2019-03-09,
2023-08-27,53810,4942.58,2017-10-20,
2023-11-22,99096,5850.65,2022-05-08,2023-09-16
2023-02-09,1396,5577.22,2016-12-14,
2023-09-13,94291,9977.4,2015-03-19,
2023-09-10,96062,7586.1,2016-05-08,
2023-04-06,30178,8863.16,2021-11-17,
2023-01-29,89525,614.61,2020-02-14,
2023-09-08,68975,6573.58,2017-04-01,
2023-03-09,34177,6566.02,2021-12-12,
2023-07-30,38073,5751.76,2015-01-01,
2023-08-19,79154,880.23,2018-05-31,
2023-04-07,94646,7295.0,2018-10-08,
2023-08-30,87090,8502.07,2016-07-14,
2023-05-26,55772,3459.3,2021-10-21,
2023-12-30,66763,4486.87,2020-11-25,
2023-03-08,13969,2061.37,2022-02-26,
2023-04-30,37395,3060.34,2018-04-13,
2023-05-04,23069,3294.51,2020-02-11,
2023-05-26,49308,4621.08,2016-01-13,2023-06-29
2023-05-08,85159,5375.77,2017-02-04,
2023-04-22,12572,5980.27,2022-03-16,
2023-04-02,48873,7642.11,2016-08-13,
2023-10-09,17677,460.12,2017-07-09,
2023-01-18,4075,2817.15,2017-07-23,2023-06-09
2023-05-21,62246,2508.56,2019-03-31,
2023-04-19,1830,6558.13,2016-06-16,
2023-10-08,75367,9686.26,2016-09-05,2023-02-04
2023-08-13,13051,8729.55,2016-09-26,
2023-11-08,43145,4104.9,2015-03-11,
2023-07-18,2679,5955.39,2022-10-13,
2023-01-13,34226,4655.83,2018-06-29,
2023-01-22,76721,8792.01,2017-08-31,
2023-06-10,53373,9314.26,2017-05-23,2023-11-01
2023-10-13,78603,8145.77,2019-11-21,
2023-09-07,77056,9169.89,2018-08-12,
2023-06-22,17688,6250.98,2016-09-01,
2023-10-21,47193,1939.88,2021-04-01,
2023-02-13,77745,4665.98,2021-03-15,
2023-01-30,90445,425.74,2022-05-06,
2023-04-20,73613,9455.51,2021-12-28,
2023-04-22,14692,2671.63,2019-06-29,
2023-06-06,50377,9200.23,2018-01-27,
2023-09-15,77645,7126.55,2019-10-30,
2023-08-22,15380,8042.34,2021-01-28,
2023-02-19,47408,7262.08,2016-10-22,2023-05-09
2023-01-27,84219,9313.97,2017-10-21,
2023-04-22,72454,9475.82,2015-08-29,
2023-07-23,82082,9596.11,2022-09-18,
2023-09-09,50450,4535.28,2016-02-06,
2023-08-26,91359,661.84,2016-08-10,
2023-06-24,9766,8706.35,2016-01-30,
2023-03-02,60715,7388.96,2019-11-20,
2023-07-06,58358,7312.48,2022-11-18,
2023-05-10,66746,9847.48,2018-08-20,
2023-02-12,11991,2222.71,2015-10-30,
2023-06-11,87352,7004.69,2020-06-22,
2023-11-02,37287,4166.74,2018-05-29,
2023-04-12,11533,2995.13,2019-08-08,
2023-08-25,88905,1391.32,2019-04-21,
2023-09-26,73776,1103.62,2020-01-04,
2023-05-08,93841,3725.22,2015-07-11,
2023-03-21,44910,4265.28,2019-09-28,
2023-04-12,45284,2273.48,2017-05-13,
2023-12-28,58466,1688.09,2022-09-11,2023-09-07
2023-03-12,55785,4201.19,2021-04-30,
2023-10-19,31932,1907.7,2020-10-30,
2023-04-11,19174,437.78,2016-04-29,
2023-12-26,37292,6839.04,2019-02-23,
2023-11-08,60887,2586.62,2020-01-13,
2023-08-04,92149,7246.78,2016-11-24,
2023-09-11,25892,8844.11,2019-06-27,
2023-06-27,52039,2128.23,2022-04-21,
2023-05-03,25678,9369.88,2021-10-28,
2023-08-01,7913,3929.02,2018-09-23,
2023-02-18,78263,2201.24,2017-04-23,
2023-03-21,12906,969.85,2021-09-10,
2023-09-15,67466,630.03,2020-07-03,
2023-05-30,76617,5276.11,2018-01-20,
2023-11-29,41436,4245.18,2022-04-30,
2023-08-21,86980,7351.0,2020-02-28,
2023-06-25,35232,8453.28,2021-12-27,
2023-03-31,83747,2408.73,2019-05-25,
2023-07-29,74542,2560.0,2016-04-10,
2023-11-27,32468,4877.47,2017-09-07,
2023-05-13,56782,8600.53,2015-03-12,
2023-07-21,96639,5970.21,2018-02-15,2023-12-07
2023-05-26,56462,8482.41,2019-12-07,
2023-02-17,85567,8506.32,2022-02-04,
2023-10-19,64518,4138.74,2020-06-20,
2023-10-01,4874,9389.67,2018-05-07,2023-10-11
2023-10-25,80641,234.58,2018-07-26,
2023-04-06,21697,9217.11,2018-08-16,
2023-06-02,92398,8203.49,2021-04-20,
2023-10-20,34774,711.28,2021-01-27,
2023-03-27,67701,9272.67,2019-05-14,
2023-07-07,76299,4743.41,2015-06-25,
2023-07-04,38585,2726.8,2020-06-13,
2023-06-19,87829,2983.81,2018-12-16,
2023-06-10,25566,6483.65,2021-03-08,
2023-02-22,25013,1103.08,2018-06-28,
2023-10-16,81012,2659.32,2020-10-23,
2023-08-28,85521,9841.78,2020-05-22,
2023-02-11,80936,1909.81,2022-09-03,
2023-03-27,48120,9067.27,2017-01-13,
2023-08-14,74009,7719.43,2017-02-19,
2023-09-07,78173,8314.73,2018-06-25,
2023-05-18,40208,4439.67,2019-06-28,
2023-04-17,5497,350.91,2021-03-23,
2023-05-16,28379,2647.4,2021-12-11,
2023-09-02,79662,6881.69,2019-12-30,
2023-02-04,84239,736.0,2015-03-31,
2023-07-13,59995,7081.28,2022-01-04,
2023-03-19,41336,6656.48,2022-04-28,
2023-06-08,20445,3963.27,2021-12-09,2023-10-11
2023-06-06,68387,5638.83,2018-10-29,
2023-02-19,86113,742.56,2022-05-16,
2023-05-15,43681,5982.51,2015-07-18,
2023-09-09,18052,3569.57,2015-08-05,
2023-03-20,795,1480.07,2015-02-17,
2023-07-13,24117,2159.68,2020-09-27,
2023-04-17,14522,5285.31,2022-01-26,
2023-02-01,64337,1065.76,2021-05-22,
2023-10-28,56291,8563.86,2017-06-09,
2023-06-15,40350,6664.03,2015-10-06,2023-02-11
2023-10-16,27624,1477.61,2022-05-08,
2023-08-19,67241,4223.04,2022-09-17,
2023-02-26,19055,3112.92,2022-05-17,
2023-08-13,92646,4530.99,2019-11-29,
2023-11-24,53776,6707.8,2021-08-15,
2023-07-23,10232,4565.47,2022-02-11,
2023-12-17,16556,771.08,2020-12-25,2023-05-18
2023-02-16,37074,7670.29,2017-08-08,
2023-08-28,39509,3107.39,2017-01-20,
2023-02-15,91773,5697.9,2020-04-24,
2023-04-29,67177,7583.93,2020-11-09,
2023-04-11,51088,2370.44,2015-11-02,
2023-01-10,9804,5803.54,2020-01-07,
2023-03-31,96777,1337.93,2017-07-29,
2023-12-10,76551,491.93,2022-08-27,
2023-09-09,9203,3967.04,2018-12-13,
2023-11-20,56152,6181.62,2021-03-06,
2023-03-12,53866,2859.71,2020-10-28,
2023-08-26,81218,1191.16,2022-02-14,2023-01-21
2023-02-10,14224,1023.51,2019-08-19,
2023-11-15,17576,9058.42,2020-04-02,
2023-01-21,72992,9562.24,2015-07-21,
2023-03-28,83111,7630.77,2019-08-26,
2023-02-28,61276,343.75,2021-01-02,
2023-01-16,66913,2380.51,2018-01-25,
2023-12-14,97152,9402.2,2019-02-04,
2023-06-19,21044,3585.72,2021-05-30,
2023-08-12,48226,6784.7,2019-01-29,
2023-08-10,29269,1574.02,2015-03-04,
2023-12-26,58171,7031.33,2020-05-03,
2023-01-09,16954,6635.59,2019-02-11,
2023-05-13,62071,7724.95,2021-09-16,
2023-03-16,38114,3026.33,2015-07-17,
2023-11-08,45848,4494.52,2020-05-31,
2023-12-10,11813,7584.48,2022-01-30,
2023-11-26,18046,4335.17,2021-12-26,
2023-04-24,90263,4353.68,2018-06-09,
2023-11-20,84099,8124.38,2017-02-06,
2023-09-09,40398,5863.71,2022-04-07,
2023-01-16,39763,9946.23,2022-03-12,
2023-09-16,66247,239.55,2015-06-29,
2023-06-13,16771,8416.34,2022-05-17,
2023-04-17,25140,3596.83,2016-10-20,
2023-01-03,93076,7057.14,2019-03-09,
2023-11-26,23748,134.59,2022-09-17,
2023-03-04,27439,5506.25,2018-05-19,
2023-09-12,47792,1426.37,2022-08-05,
2023-07-06,14234,8403.62,2016-02-04,
2023-04-18,43441,8415.74,2015-02-09,
2023-07-06,92523,9413.0,2016-11-26,
2023-11-10,29955,7070.25,2021-12-01,
2023-12-09,69372,9430.6,2021-01-12,
2023-03-10,75581,9759.82,2016-12-31,
2023-10-31,98820,6016.5,2021-07-05,
2023-09-04,93059,3335.33,2015-12-01,
2023-07-08,56851,6647.21,2022-12-08,
2023-05-14,463,7527.49,2017-04-04,
2023-09-13,39597,3751.44,2016-03-15,
2023-08-28,68491,4200.48,2022-05-30,
2023-06-30,31080,2531.2,2021-01-27,
2023-12-10,32609,2104.92,2018-10-02,
2023-08-23,67928,3793.46,2016-05-07,
2023-10-01,84820,5976.5,2018-10-30,
2023-05-11,60199,3279.56,2022-11-27,
2023-03-08,73206,1983.53,2015-08-10,
2023-10-01,56842,8413.21,2017-06-14,2023-12-22
2023-01-30,24794,6222.09,2020-02-08,2023-05-15
2023-12-26,50281,6108.79,2021-06-26,
2023-06-17,10074,6790.66,2016-03-01,
2023-01-07,70934,2626.38,2015-08-29,
2023-12-19,32184,6584.44,2017-10-31,2023-09-23
2023-08-13,87886,1954.87,2015-07-06,
2023-06-16,8385,6306.57,2021-10-22,
2023-10-18,10460,2427.53,2016-05-05,
2023-08-18,86499,7617.28,2015-03-27,
2023-06-15,51088,5322.26,2016-01-19,
2023-06-05,97742,2265.71,2021-08-07,2023-11-12
2023-03-27,8791,8085.96,2017-03-23,
2023-08-13,17673,9019.22,2020-03-29,2023-10-14
2023-12-12,42607,1783.16,2022-07-30,
2023-01-21,23072,3132.03,2022-04-10,
2023-10-26,6380,4595.23,2016-04-21,2023-12-23
2023-01-04,76687,2224.55,2015-07-12,
2023-07-10,66377,6252.09,2021-09-06,
2023-04-05,51074,1819.83,2017-02-14,
2023-03-12,96728,2953.22,2018-08-06,
2023-06-22,51264,7389.41,2016-09-14,
2023-07-28,52403,1414.38,2022-05-18,2023-09-28
2023-09-11,16381,2214.69,2015-07-07,
2023-03-15,49542,2048.18,2017-02-16,
2023-07-14,3530,7480.93,2022-05-27,2023-02-06
2023-03-19,12128,9919.53,2022-12-17,
2023-10-28,1620,5071.08,2021-03-19,
2023-05-05,88749,5106.91,2019-08-25,
2023-04-10,78151,6000.89,2019-09-29,
2023-10-30,58353,1369.79,2016-10-20,
2023-01-20,60174,4578.27,2016-08-09,
2023-07-28,31376,1194.13,2021-01-12,
2023-03-31,34705,4607.38,2017-12-23,
2023-05-17,58135,1090.03,2017-10-18,2023-07-29
2023-07-18,17003,9520.56,2015-03-19,
2023-09-21,94731,135.03,2018-12-10,
2023-05-16,63635,880.33,2016-11-17,2023-01-09
2023-07-01,61749,503.47,2016-02-20,
2023-05-31,78593,4572.37,2018-02-17,
2023-06-14,45302,1516.68,2017-08-04,
2023-12-22,43650,7872.82,2017-09-07,
2023-11-10,14592,7363.76,2018-05-31,
2023-10-22,84751,7704.5,2015-10-03,
2023-04-08,98998,8417.42,2018-08-16,
2023-08-27,86149,6829.73,2016-11-12,
2023-06-17,60096,7918.9,2022-10-11,
2023-04-19,54998,4262.12,2015-03-27,
2023-05-08,67611,375.79,2022-08-30,
2023-01-23,40909,8589.91,2018-08-14,
2023-10-27,10999,9470.65,2018-09-05,
2023-08-07,79095,2869.49,2015-09-20,
2023-07-13,2587,4480.36,2022-06-14,
2023-09-02,87711,8052.79,2022-07-19,
2023-07-30,54939,7057.69,2015-05-04,
2023-09-07,76549,3866.9,2015-03-25,
2023-06-14,37699,2688.27,2019-05-29,
2023-04-29,20905,1852.75,2015-11-08,
2023-05-07,81198,2594.87,2021-02-09,
2023-01-22,89450,1968.09,2016-08-19,
2023-10-21,40151,6004.14,2015-07-12,
2023-04-25,37685,4765.19,2020-07-29,
2023-07-09,37147,6325.01,2021-07-15,
2023-10-06,52096,6116.42,2015-09-25,2023-03-25
2023-01-25,27096,2106.65,2018-12-07,
2023-12-19,10395,9139.3,2021-09-22,
2023-07-09,75534,7260.17,2019-06-24,
2023-03-15,12160,3241.72,2021-08-09,
2023-07-16,31429,8448.96,2015-02-26,
2023-01-26,69242,6869.14,2021-03-20,
2023-05-10,3316,9745.45,2020-09-10,
2023-03-21,94608,2825.71,2015-02-11,
2023-08-23,36558,4047.37,2016-04-08,
2023-12-10,9335,4630.57,2021-07-01,
2023-11-21,22539,7631.76,2017-04-15,
2023-10-05,52161,9208.0,2019-10-31,
2023-07-31,33457,3153.14,2016-03-30,
2023-05-17,60422,3258.23,2021-03-13,2023-07-29
2023-03-22,98163,4913.99,2021-03-23,
2023-01-13,11684,5205.73,2021-03-01,2023-07-16
2023-04-30,24834,399.09,2018-07-21,
2023-07-23,58787,3589.2,2019-08-02,
2023-04-06,18123,5598.6,2022-03-12,
2023-09-04,67887,5293.64,2018-12-02,
2023-09-23,13596,8169.29,2017-06-05,
2023-05-07,76579,8856.23,2016-05-05,
2023-07-29,54303,5159.56,2020-03-11,
2023-05-11,58786,5846.98,2022-01-31,
2023-12-31,9843,1431.27,2022-02-18,
2023-12-14,77207,9055.56,2015-10-24,
2023-01-22,21435,2254.13,2019-05-01,
2023-04-15,44518,2996.37,2019-08-22,
2023-03-20,26803,709.49,2019-01-14,
2023-03-03,90598,2150.79,2016-03-25,
2023-03-31,41534,9876.98,2021-05-28,
2023-04-01,85164,6680.48,2020-12-23,2023-08-17
2023-11-13,91447,469.44,2015-10-27,
2023-01-04,13794,8178.53,2020-07-17,
2023-02-23,58608,9981.79,2022-08-26,
2023-04-20,97842,2213.74,2017-05-26,
2023-11-24,86368,7928.44,2017-07-09,
2023-02-05,93174,8409.13,2015-01-29,
2023-04-15,91271,6054.41,2020-04-10,
2023-01-16,4378,4273.53,2017-12-29,
2023-05-07,83126,1481.49,2021-04-13,
2023-09-21,31017,2913.89,2015-01-12,
2023-06-18,86934,9730.22,2021-12-14,
2023-07-16,540,5171.18,2015-02-12,2023-10-20
2023-10-21,10885,8149.66,2018-09-05,
2023-07-06,88618,1679.01,2015-01-03,
2023-01-22,53031,1391.84,2020-11-09,
2023-12-21,33452,9151.9,2020-03-16,
2023-09-07,13925,5367.87,2018-01-22,2023-07-14
2023-04-29,66070,4608.59,2017-08-13,
2023-09-15,97493,8763.44,2019-02-19,
2023-01-31,64305,5625.27,2019-08-21,
2023-10-20,42101,8788.96,2018-04-08,
2023-04-04,54946,207.26,2018-11-20,
2023-09-05,25558,4666.34,2017-01-28,2023-04-03
2023-03-11,79162,2166.39,2021-03-30,
2023-02-08,41318,7620.46,2017-04-08,
2023-02-03,40959,1428.56,2018-08-28,
2023-03-12,72945,5155.57,2020-06-01,
2023-07-05,17048,5689.04,2015-06-28,2023-11-27
2023-05-07,99329,8691.99,2022-03-21,
2023-04-01,11171,5832.1,2019-05-15,
2023-01-11,33056,8159.36,2021-03-01,
2023-10-07,60535,7289.05,2017-07-07,
2023-11-25,5471,3575.86,2018-02-18,
2023-01-10,73693,9886.38,2015-09-06,
2023-01-15,39121,1454.21,2017-09-11,2023-07-21
2023-12-11,66799,4863.63,2020-06-29,
2023-06-09,24494,4891.58,2022-10-15,
2023-08-30,52803,7768.64,2017-12-04,
2023-01-29,75147,8534.28,2022-03-10,
2023-07-18,50350,2992.82,2019-10-15,
2023-02-26,43368,1078.71,2020-05-03,
2023-09-09,16552,3737.07,2019-06-29,
2023-08-17,76971,3314.52,2022-05-29,
2023-10-15,49606,3903.09,2020-12-17,
2023-02-13,95391,5801.83,2020-07-03,
2023-06-18,27600,273.16,2022-07-10,
2023-12-11,31108,6997.96,2018-11-20,
2023-07-22,37627,7400.29,2018-08-07,
2023-10-08,9399,5239.64,2019-07-23,
2023-10-10,93841,5602.93,2018-04-02,
2023-02-09,37648,6134.22,2019-09-11,
2023-12-26,75438,2008.81,2017-10-17,
2023-12-17,86039,9024.31,2015-08-19,
2023-08-17,98314,9534.99,2016-04-06,
2023-12-16,19264,2023.66,2020-12-02,
2023-08-29,33415,708.79,2020-05-03,
2023-03-21,25785,2370.45,2018-03-16,
2023-09-08,67553,9379.5,2019-09-11,
2023-05-16,16099,1094.08,2020-10-07,
2023-07-16,71589,2429.56,2021-02-25,2023-04-17
2023-08-11,90210,2837.65,2015-02-28,
2023-09-15,84973,7391.65,2016-08-02,
2023-11-17,57787,7250.66,2015-01-02,
2023-10-30,84023,2871.92,2016-06-19,
2023-05-12,18160,8040.33,2015-05-02,
2023-12-18,38193,4078.38,2016-08-20,
2023-02-03,53968,7815.25,2015-09-06,
2023-01-23,19749,5127.76,2018-08-12,
2023-06-10,68527,4513.24,2018-10-20,
2023-06-17,22411,7899.99,2015-11-21,
2023-07-30,19838,774.32,2019-09-04,
2023-09-03,91212,8536.14,2022-02-28,
2023-12-05,44486,6715.99,2017-08-10,
2023-04-30,31845,8878.66,2017-01-19,
2023-10-15,81450,1904.5,2017-12-03,
2023-04-07,86998,8378.93,2016-12-01,
2023-07-10,356,2224.26,2021-01-27,
2023-02-13,32141,1432.08,2015-05-04,
2023-04-19,22327,3805.72,2020-06-21,
2023-04-14,36503,602.35,2018-04-23,
2023-01-15,59964,2238.14,2017-07-06,
