DAY_ID,ACCOUNT_DIM_ID,OVERDRAFT_SPEND_AMT,EFF_DT,END_DT
2023-02-24,72509,1189.46,2022-04-11,
2023-03-19,42456,308.96,2021-05-15,
2023-02-28,54017,626.34,2015-12-22,
2023-10-04,50227,2529.57,2017-05-28,
2023-05-09,40049,2022.75,2021-01-23,
2023-05-26,20666,2016.7,2015-11-27,
2023-07-30,78561,728.17,2022-07-19,
2023-01-30,35102,516.63,2022-11-06,
2023-08-29,6695,1710.35,2017-06-23,
2023-11-18,16065,1211.7,2019-04-28,
2023-12-19,61086,223.61,2017-06-18,
2023-09-12,66652,2429.87,2018-04-24,2023-10-23
2023-05-02,70787,2754.76,2020-04-28,
2023-12-07,95275,1171.31,2018-09-26,
2023-07-28,79669,2263.16,2017-12-05,
2023-12-29,72789,1745.07,2016-10-26,
2023-10-27,22490,1863.6,2022-03-08,
2023-01-14,92363,1953.05,2017-09-01,
2023-03-08,76514,1531.55,2022-05-04,
2023-02-26,7189,1780.51,2020-11-26,
2023-06-27,59272,2843.43,2015-01-05,
2023-05-12,30082,27.91,2016-03-30,
2023-04-03,36702,1308.3,2016-01-11,
2023-03-25,42793,2026.46,2018-12-31,
2023-08-14,60768,2065.58,2020-02-22,
2023-08-25,93612,2036.1,2020-04-12,
2023-10-20,56766,2675.2,2015-08-20,2023-11-18
2023-07-15,56108,1516.18,2020-06-06,
2023-10-26,15316,2735.0,2020-10-10,
2023-02-03,4798,415.16,2018-09-16,
2023-07-17,37002,1751.6,2020-04-02,
2023-01-29,50583,1092.51,2020-02-26,
2023-03-07,45427,1164.38,2015-01-28,
2023-07-24,80867,2441.67,2016-05-05,
2023-04-26,28779,1610.44,2015-11-13,
2023-10-25,89856,1727.37,2019-11-18,
2023-03-10,44615,550.82,2019-01-21,
2023-03-23,24892,719.5,2019-09-18,
2023-02-09,33039,1086.51,2020-08-23,
2023-03-20,61243,832.96,2022-04-25,
2023-11-17,97875,695.92,2020-09-24,
2023-04-02,95545,1152.25,2020-12-05,2023-11-05
2023-07-31,26434,641.52,2016-02-20,2023-02-02
2023-06-02,42445,700.01,2016-04-18,
2023-04-15,87596,805.11,2019-09-15,
2023-05-31,17088,614.18,2020-08-25,
2023-06-07,39477,1655.48,2018-04-25,
2023-07-17,80498,2204.28,2021-05-01,2023-12-26
2023-07-26,89199,1523.25,2016-12-31,
2023-06-09,63282,1786.75,2015-04-22,2023-12-22
2023-09-28,43086,815.98,2020-11-20,
2023-01-04,81452,1052.92,2022-07-16,
2023-02-15,79662,787.91,2020-08-19,
2023-11-16,49002,742.36,2017-04-27,2023-01-12
2023-06-26,39458,2145.38,2018-10-08,
2023-08-25,42096,333.68,2022-11-21,
2023-01-31,67501,1059.14,2020-12-17,
2023-02-09,69550,476.67,2018-04-25,2023-07-20
2023-01-05,1755,301.25,2016-07-09,
2023-08-11,15794,1165.5,2018-03-15,
2023-11-09,38025,847.66,2019-11-24,
2023-01-19,82033,2290.45,2019-09-22,
2023-08-06,85892,2934.5,2016-11-22,
2023-05-29,71019,2176.62,2020-10-21,
2023-01-01,39767,1265.32,2019-02-15,
2023-01-29,91254,842.97,2022-01-12,
2023-11-11,99883,6.75,2020-10-16,
2023-07-21,14135,909.29,2022-03-09,
2023-09-20,33905,1382.32,2016-02-05,2023-01-17
2023-10-02,7087,2617.8,2021-02-26,
2023-12-20,76901,2743.47,2022-05-18,
2023-10-20,51003,563.81,2020-12-17,
2023-08-31,39241,1392.1,2021-06-22,
2023-02-18,94439,2935.46,2022-03-27,
2023-11-14,40469,918.69,2022-02-02,
2023-02-18,90236,1232.63,2017-12-12,
2023-09-16,83830,2115.92,2017-03-25,
2023-04-21,30118,1788.0,2015-05-11,
2023-10-05,44691,2948.19,2018-06-20,
2023-11-14,74793,2384.43,2016-08-10,
2023-02-19,74434,1857.84,2017-07-13,
2023-07-08,43989,1967.92,2021-11-17,2023-12-15
2023-06-11,58048,684.35,2019-11-09,
2023-02-05,36580,502.93,2022-05-27,
2023-07-23,2555,631.86,2022-03-04,
2023-08-10,37009,1850.73,2022-06-06,
2023-04-22,28567,1069.49,2017-04-12,
2023-03-08,17578,873.96,2018-06-03,
2023-09-20,82427,1559.66,2017-11-19,
2023-06-22,78690,763.95,2016-04-03,
2023-08-28,43145,485.49,2016-01-01,
2023-03-15,423,2208.93,2020-06-08,
2023-04-24,45140,1847.68,2015-07-18,
2023-10-26,15684,1422.95,2019-12-10,
2023-06-29,41907,566.88,2015-08-02,
2023-01-11,41022,1217.69,2022-03-18,
2023-03-31,80766,1443.47,2019-06-01,
2023-01-01,83023,160.7,2021-09-17,
2023-02-27,95941,2179.45,2020-07-13,2023-10-30
2023-03-20,56391,1905.79,2018-08-05,
2023-05-10,8552,2095.96,2015-03-08,
2023-11-29,61087,1054.14,2020-11-28,
2023-07-18,24728,2523.93,2017-07-27,
2023-02-09,9400,1152.2,2015-07-27,
2023-11-22,98573,2163.91,2022-07-31,
2023-03-13,73725,1118.59,2017-07-28,
2023-09-06,45943,2737.79,2015-09-25,
2023-03-04,67037,2223.09,2022-01-15,
2023-01-30,12065,1155.02,2022-01-23,
2023-11-04,2568,1616.9,2015-09-15,
2023-05-27,47376,817.8,2020-07-21,
2023-01-09,31819,699.82,2022-09-21,2023-07-06
2023-12-03,23404,2338.97,2019-03-07,
2023-08-27,82971,421.69,2022-10-11,
2023-02-08,77592,898.3,2019-11-30,
2023-11-04,9604,2128.96,2017-01-20,
2023-02-26,83411,882.2,2016-12-28,
2023-07-17,37351,2386.68,2021-06-07,
2023-09-20,57362,926.93,2016-12-09,
2023-09-04,57286,2013.68,2016-01-08,
2023-03-16,59762,802.61,2020-01-15,
2023-07-01,91627,314.07,2016-07-02,
2023-11-23,3649,2266.12,2022-05-17,
2023-01-03,79025,740.12,2022-04-13,
2023-10-03,32468,1931.78,2016-05-22,
2023-11-23,41956,1290.14,2018-12-13,
2023-10-14,63154,142.67,2017-10-04,
2023-04-13,12087,428.19,2021-07-25,
2023-06-24,28797,100.88,2022-12-31,
2023-01-07,91634,696.21,2015-06-06,
2023-11-17,480,307.24,2015-06-13,
2023-11-18,23353,2275.19,2022-04-16,
2023-04-08,36927,0.63,2017-02-17,
2023-10-07,2641,637.93,2021-08-15,
2023-06-27,55318,1447.62,2015-04-29,
2023-10-16,36336,665.74,2021-08-13,
2023-03-07,79229,1040.33,2019-08-30,2023-09-12
2023-03-21,33935,752.53,2019-12-03,
2023-08-03,25563,737.77,2016-05-22,
2023-07-30,49049,1186.6,2019-12-13,
2023-04-28,37302,2105.43,2022-09-05,
2023-01-15,99173,1432.07,2019-06-11,
2023-02-03,75263,1137.62,2022-07-11,
2023-09-02,60176,1745.59,2022-10-31,
2023-07-30,36346,461.35,2016-01-04,
2023-05-11,22265,502.83,2019-06-11,
2023-04-24,87910,2274.03,2018-04-02,
2023-06-10,68105,2426.89,2018-08-02,
2023-03-24,21803,290.69,2020-01-02,
2023-05-29,80071,2859.71,2019-01-13,
2023-02-12,62274,1988.68,2022-04-13,
2023-09-21,38664,1694.6,2017-02-19,
2023-03-27,87404,2832.4,2016-11-05,2023-10-12
2023-08-01,9591,2928.19,2017-11-01,
2023-05-19,11802,781.57,2022-03-31,
2023-03-20,16494,2110.91,2022-10-14,2023-02-13
2023-12-08,93372,1077.21,2022-02-05,
2023-06-08,35649,1585.04,2017-08-23,
2023-02-10,23003,1482.12,2018-09-26,
2023-02-14,58448,2181.36,2017-01-08,
2023-12-24,16194,1220.62,2017-08-08,
2023-04-02,70019,45.05,2019-05-04,
2023-11-04,6185,174.52,2017-12-21,
2023-08-26,8556,1256.01,2016-01-11,2023-03-30
2023-03-21,4367,610.71,2017-04-22,
2023-10-26,15481,781.57,2015-09-24,
2023-11-22,55278,2983.8,2022-06-16,
2023-07-17,73714,1436.72,2019-07-26,
2023-01-24,19592,1451.34,2021-06-19,
2023-11-26,32980,2797.29,2022-08-21,
2023-06-29,3914,362.43,2017-11-02,
2023-09-14,49653,619.83,2020-11-11,
2023-07-31,2708,0.1,2017-09-15,2023-05-10
2023-12-02,15071,487.16,2021-03-03,
2023-12-08,68566,1482.47,2020-08-11,
2023-08-20,43083,60.97,2021-11-26,
2023-01-04,93122,372.73,2019-08-15,2023-02-27
2023-05-04,66469,1881.4,2020-03-02,
2023-11-23,11492,2719.13,2022-02-22,
2023-03-08,97268,1390.31,2019-05-30,
2023-04-30,43515,1874.67,2015-09-02,2023-10-28
2023-10-23,88309,99.07,2019-12-27,
2023-07-04,69595,1047.49,2015-05-30,
2023-08-15,46013,2030.44,2015-11-27,
2023-11-26,82322,1306.43,2016-03-05,
2023-11-14,79450,706.2,2016-12-01,2023-12-05
2023-10-23,40147,2476.02,2017-05-23,
2023-06-20,71575,1882.1,2022-01-13,
2023-12-25,9056,1174.7,2015-08-10,
2023-05-25,93992,621.06,2015-08-02,
2023-09-20,63896,2094.74,2017-02-02,
2023-11-21,74195,1805.33,2019-06-16,
2023-05-22,14721,1774.35,2022-10-20,
2023-03-06,84550,2962.78,2019-01-16,
2023-02-27,18753,1762.2,2015-09-17,
2023-10-03,14929,432.01,2022-12-04,
2023-05-14,43138,2044.0,2017-06-20,2023-01-31
2023-10-03,19626,391.36,2016-03-20,
2023-09-09,5023,2580.93,2015-06-06,
2023-03-19,26554,746.39,2021-01-24,
2023-02-07,81866,265.07,2020-07-29,
2023-10-20,42017,630.86,2022-01-10,
2023-04-30,66008,2360.04,2019-12-24,
2023-09-18,28743,152.79,2020-11-16,
2023-12-06,40942,61.33,2018-12-07,
2023-01-26,33017,2307.34,2020-10-20,
2023-04-03,49858,1964.62,2017-02-25,2023-08-20
2023-04-23,26406,1638.26,2016-10-20,2023-03-30
2023-03-29,3720,1758.49,2017-09-14,
2023-07-27,54665,2873.69,2015-05-15,2023-09-01
2023-01-07,56317,1823.51,2020-06-18,
2023-06-24,39910,2784.29,2020-01-20,
2023-09-18,86571,631.19,2021-04-04,
2023-10-01,93635,910.19,2017-03-06,
2023-08-24,10452,47.79,2021-04-02,
2023-02-24,83101,2014.94,2017-07-23,
2023-02-02,2024,2506.32,2021-07-05,
2023-10-26,76571,555.57,2020-04-02,2023-04-12
2023-11-09,88974,1519.87,2019-02-11,
2023-09-06,691,2203.7,2017-06-09,2023-03-25
2023-02-16,39603,2187.96,2016-09-03,
2023-05-26,85065,987.07,2019-12-17,
2023-06-20,89365,1619.78,2021-02-16,
2023-11-27,3057,1402.74,2022-01-28,
2023-04-11,24634,889.43,2020-02-15,
2023-04-20,62591,957.81,2021-10-09,
2023-11-13,95314,38.87,2016-12-06,
2023-07-13,41918,346.91,2020-01-05,
2023-04-25,40423,342.21,2015-08-19,
2023-08-13,97760,2646.66,2022-08-14,
2023-07-27,79947,430.35,2022-02-27,2023-08-14
2023-08-31,90917,2429.64,2022-03-15,
2023-07-05,90183,2381.58,2020-03-17,
2023-12-11,24265,2846.17,2015-09-06,
2023-11-28,14043,697.99,2022-03-26,
2023-06-13,50159,1172.91,2015-09-08,
2023-02-24,15547,334.14,2022-08-10,
2023-11-30,67347,344.66,2015-04-07,
2023-09-01,45332,501.37,2021-08-03,
2023-05-20,95144,544.92,2022-06-15,
2023-03-23,88545,2995.18,2015-02-28,
2023-04-01,24609,740.65,2020-06-20,
2023-08-16,82043,1752.62,2015-09-04,
2023-03-05,82217,2672.92,2017-04-18,
2023-09-15,4685,415.14,2019-12-21,
2023-08-22,13493,182.41,2022-01-24,
2023-08-24,32060,2295.67,2020-12-23,
2023-01-24,52570,1212.62,2017-05-28,
2023-08-25,97396,2364.39,2019-08-29,
2023-10-06,27663,1125.93,2019-01-17,
2023-01-30,15458,320.67,2016-01-20,
2023-06-27,88708,335.33,2019-01-13,
2023-02-24,72530,90.45,2020-09-15,
2023-02-08,55872,2929.14,2016-07-03,
2023-08-13,89073,893.57,2021-02-21,
2023-06-19,60332,2789.01,2016-02-15,
2023-12-15,94486,2841.93,2019-12-22,
2023-07-14,71930,834.36,2016-01-29,
2023-09-19,81304,1938.23,2019-08-01,
2023-09-11,6455,2603.64,2022-08-29,2023-10-25
2023-07-01,5291,2151.29,2017-05-12,2023-12-12
2023-10-02,59336,1909.28,2016-12-09,
2023-08-05,14032,13.37,2022-02-16,
2023-07-12,11651,787.92,2016-09-17,
2023-07-05,47558,1199.65,2016-06-29,
2023-04-07,84190,1827.42,2022-03-16,
2023-01-07,18174,1478.02,2015-05-12,
2023-02-14,54273,1915.79,2015-02-16,
2023-09-02,22772,2858.68,2017-11-21,
2023-01-25,16019,2036.08,2018-07-26,
2023-12-27,62416,312.81,2021-06-22,2023-11-29
2023-10-11,46164,472.1,2019-06-15,
2023-10-21,92350,1699.5,2021-03-03,2023-07-20
2023-08-20,3039,263.04,2019-03-15,
2023-04-01,4003,2781.0,2017-02-19,
2023-10-30,98687,1452.28,2020-10-26,
2023-05-20,71696,1137.59,2021-07-16,
2023-08-09,5632,1482.99,2018-06-26,
2023-05-30,29085,96.51,2020-06-23,
2023-07-18,86228,792.41,2022-08-26,
2023-06-23,11703,311.74,2015-01-25,
2023-01-27,99450,202.91,2017-11-04,
2023-05-09,91797,504.1,2020-09-15,
2023-04-23,59358,2653.76,2019-10-17,
2023-08-16,26995,2197.96,2022-09-28,
2023-04-23,58870,1254.0,2022-09-23,
2023-08-07,6710,3.52,2018-07-25,
2023-12-02,99395,2176.53,2019-05-30,
2023-01-07,3595,770.21,2019-09-11,2023-02-23
2023-03-16,83504,2191.99,2016-07-12,
2023-01-07,63715,2186.48,2021-09-26,
2023-12-04,56949,1256.6,2021-11-17,
2023-08-01,50889,812.59,2019-08-03,
2023-11-18,43219,1410.41,2022-04-30,
2023-05-16,36638,742.29,2021-04-10,
2023-12-12,24693,1492.14,2015-12-30,
2023-11-22,38998,2822.25,2016-11-12,
2023-05-08,15558,526.22,2019-07-25,
2023-04-19,73225,925.12,2018-11-19,
2023-07-09,40588,1025.06,2022-01-11,
2023-09-12,17204,2340.38,2016-08-16,
2023-06-07,35236,150.16,2016-12-08,
2023-11-16,96238,2901.42,2016-07-07,2023-09-11
2023-11-05,34215,2063.18,2016-10-28,
2023-09-20,27791,2949.66,2017-12-18,
2023-12-20,17748,2701.3,2022-08-01,
2023-06-23,39038,1678.66,2019-03-25,
2023-06-25,49307,1087.48,2015-10-19,
2023-06-19,93458,45.49,2020-12-15,
2023-11-29,6542,2404.63,2017-11-10,
2023-10-03,15166,367.95,2015-04-28,
2023-07-14,81589,1904.88,2017-09-13,
2023-05-19,30543,2798.06,2019-08-19,
2023-03-11,92300,1301.97,2022-07-09,2023-05-30
2023-04-18,44245,2578.76,2016-03-07,
2023-01-23,58985,2684.21,2019-07-04,
2023-04-30,30634,34.54,2018-08-15,
2023-08-25,5126,1443.96,2020-11-02,
2023-05-19,85985,1735.27,2018-05-07,2023-02-11
2023-05-01,81756,645.68,2022-10-07,
2023-01-21,58305,668.86,2015-02-20,
2023-12-13,85132,272.67,2016-07-30,
2023-02-13,51721,218.44,2016-08-31,
2023-05-03,10331,1169.28,2022-01-17,
2023-05-17,5967,808.0,2016-12-21,
2023-08-26,23835,1134.72,2021-11-27,
2023-08-29,88782,665.6,2022-03-28,
2023-11-02,43863,2841.62,2020-03-12,
2023-10-21,70986,1301.65,2018-05-07,
2023-04-04,8022,585.11,2018-11-03,
2023-03-27,9581,762.26,2020-11-16,
2023-05-09,74934,476.62,2022-01-11,
2023-09-21,85445,503.02,2016-04-28,
2023-05-07,25703,984.22,2022-04-10,
2023-03-06,43867,2098.35,2018-09-22,
2023-03-30,94693,2294.22,2017-12-17,
2023-07-02,50552,1986.43,2021-02-02,
2023-10-05,36589,921.03,2015-07-20,
2023-04-19,30572,2476.13,2016-04-03,
2023-05-20,20559,1217.02,2022-04-07,
2023-05-25,78526,2237.07,2021-07-06,
2023-07-12,35183,782.5,2018-03-15,
2023-07-29,69180,1879.23,2016-01-29,
2023-06-25,59457,2380.91,2017-02-04,
2023-03-27,20310,18.21,2015-04-03,2023-06-09
2023-08-18,21611,1342.77,2019-02-06,
2023-05-20,47628,1814.3,2020-02-17,2023-05-02
2023-10-28,94206,126.82,2018-07-11,
2023-03-23,58637,2536.52,2017-08-15,2023-11-25
2023-09-26,34855,2899.52,2022-11-25,
2023-05-07,72639,579.72,2017-08-28,
2023-12-29,21453,392.7,2017-05-18,
2023-05-01,58104,2784.35,2017-09-09,
2023-12-28,47726,441.05,2021-05-17,
2023-04-26,40760,2111.46,2018-08-20,
2023-07-10,15620,2331.04,2020-09-02,
2023-01-05,19501,1374.48,2015-04-21,
2023-11-07,87538,1893.8,2020-07-30,
2023-05-08,29797,625.43,2021-10-18,
2023-08-22,34655,2444.21,2021-04-19,
2023-08-24,99691,1701.54,2015-06-16,
2023-04-05,32891,176.26,2022-04-26,
2023-01-11,64799,2103.88,2015-06-27,
2023-10-10,67441,2423.51,2017-01-13,
2023-04-23,62083,2367.57,2020-12-21,
2023-08-01,50249,1996.45,2015-09-02,
2023-01-18,28826,2011.36,2019-11-15,
2023-11-14,87611,1778.79,2017-07-08,
2023-05-16,37026,2400.5,2016-09-03,
2023-12-31,4736,1081.99,2015-09-17,
2023-03-08,89866,886.49,2018-02-27,
2023-02-11,19965,374.16,2016-01-31,
2023-03-12,39412,1147.56,2016-02-27,
2023-11-15,35531,1755.63,2021-06-22,
2023-09-13,58852,1101.77,2020-02-17,
2023-11-17,17233,179.99,2017-07-12,
2023-10-20,40139,2888.0,2018-05-30,
2023-02-27,69538,2516.5,2022-12-10,2023-05-13
2023-01-14,55652,272.09,2018-10-17,
2023-07-12,28025,1932.86,2022-06-09,
2023-05-19,3884,928.38,2022-10-23,
2023-02-13,89557,777.7,2015-08-24,
2023-03-03,80982,349.9,2022-06-27,
2023-09-20,86749,840.7,2021-04-08,
2023-02-13,46903,1082.13,2018-11-21,
2023-03-06,49173,190.63,2016-10-19,
2023-07-02,87354,2332.14,2020-02-08,
2023-12-30,33882,2505.93,2019-04-13,2023-11-08
2023-10-05,10590,1398.98,2015-03-07,
2023-10-12,92114,1295.61,2016-01-19,
2023-04-30,42568,1250.38,2019-10-30,
2023-11-23,77160,478.87,2020-03-22,
2023-10-02,22213,2049.19,2022-08-04,
2023-03-13,38419,2328.29,2018-02-28,
2023-03-05,47673,233.17,2016-02-17,
2023-04-04,30064,2190.57,2015-11-15,
2023-04-21,97944,771.63,2022-11-18,
2023-03-27,55882,2722.72,2017-12-16,
2023-12-27,70483,877.01,2019-06-22,
2023-05-05,46479,1041.18,2019-01-22,
2023-06-08,90530,2216.49,2018-08-10,
2023-02-05,33681,856.68,2015-06-15,
2023-06-27,25424,213.91,2015-03-03,
2023-04-10,54569,38.49,2021-11-13,
2023-02-28,66168,2306.66,2021-10-04,
2023-11-19,22964,1577.55,2018-08-19,2023-07-11
2023-05-27,9601,353.65,2018-10-18,
2023-02-11,81534,1490.86,2015-09-08,
2023-01-27,31785,2267.45,2015-09-17,
2023-09-11,51634,255.38,2018-02-15,
2023-04-03,11492,2211.65,2018-04-02,
2023-03-03,39789,1968.07,2016-05-14,
2023-04-06,98917,314.17,2015-11-09,
2023-07-12,72239,220.6,2016-01-18,
2023-03-30,62723,2324.96,2017-05-27,
2023-06-20,23976,2676.16,2019-06-13,
2023-05-06,39778,1484.9,2019-02-21,
2023-02-21,8911,2703.21,2021-03-29,
2023-08-06,50259,1635.6,2016-05-08,
2023-12-09,26820,206.38,2019-09-13,
2023-03-21,66650,886.64,2019-06-21,
2023-05-28,44682,983.55,2019-07-06,2023-01-26
2023-06-30,46782,2015.95,2018-03-02,
2023-08-03,50555,2654.1,2017-02-16,
2023-09-07,60736,518.32,2015-10-28,
2023-07-27,40068,1603.94,2021-11-07,
2023-03-24,6106,2198.05,2017-05-09,
2023-03-29,73988,2020.14,2019-08-14,2023-03-28
2023-10-18,12465,288.22,2020-05-05,
2023-06-26,62272,2400.9,2017-04-25,
2023-12-10,60307,249.9,2021-04-07,
2023-09-09,69421,1115.43,2022-07-23,
2023-06-29,68773,390.33,2020-01-20,
2023-04-10,20514,2033.9,2015-05-31,
2023-04-01,77763,1622.1,2018-05-01,
2023-11-09,37296,2435.36,2015-02-07,
2023-10-26,80649,2293.2,2017-02-28,
2023-04-27,32050,2169.1,2022-03-16,
2023-04-27,88585,2864.1,2019-02-20,
2023-05-06,79344,1184.35,2019-12-30,
2023-07-11,65311,468.13,2015-07-30,
2023-05-09,5289,2034.52,2018-10-31,
2023-11-08,38239,1610.62,2022-02-18,
2023-06-20,32953,799.94,2020-07-04,
2023-10-16,96038,1209.15,2017-04-13,
2023-11-21,17337,513.59,2018-06-04,2023-08-30
2023-02-06,2892,1926.95,2018-03-26,
2023-09-01,40937,2106.28,2020-07-21,2023-03-14
2023-10-31,33537,2922.55,2021-02-03,
2023-06-15,97421,526.58,2018-04-29,
2023-08-28,20954,2421.44,2020-09-05,
2023-04-17,37961,482.62,2019-05-28,
2023-05-30,41733,1598.73,2022-07-18,2023-05-02
2023-08-01,76773,1358.29,2020-10-30,
2023-12-14,17337,1958.65,2021-11-05,
2023-08-16,48745,2371.84,2018-12-29,
2023-12-24,25097,1935.54,2018-09-24,
2023-04-05,36411,2541.32,2018-06-21,
2023-02-11,64465,202.61,2020-03-13,
2023-05-24,77861,993.74,2021-03-29,
2023-11-05,26826,2314.77,2017-11-27,
2023-03-12,3785,183.49,2021-07-11,2023-07-09
2023-10-23,71977,2932.5,2022-12-17,2023-09-20
2023-11-01,12287,417.4,2019-09-02,
2023-09-15,46759,323.32,2021-12-08,
2023-10-23,13793,1293.74,2020-08-21,
2023-09-06,13411,813.69,2020-05-31,
2023-12-07,84410,2354.57,2017-04-07,
2023-06-28,75462,376.82,2019-04-18,
2023-04-19,36260,1988.01,2022-10-11,2023-12-16
2023-09-15,90042,572.91,2022-12-19,
2023-05-21,51947,2208.32,2018-11-21,
2023-10-05,52460,1029.14,2016-02-13,
2023-10-06,56180,1360.99,2021-07-14,2023-09-26
2023-01-13,75847,1047.23,2019-08-26,
2023-08-25,29598,2008.57,2015-06-15,
2023-12-18,4155,2667.55,2020-07-16,2023-03-07
2023-06-11,59857,1160.03,2016-08-31,
2023-06-27,49479,1652.14,2018-07-21,
2023-01-31,77066,1131.43,2021-03-31,
2023-05-26,27348,646.21,2015-08-20,
2023-09-13,95805,2325.27,2021-03-13,
2023-05-17,16547,1767.47,2020-06-05,
2023-10-18,5771,2626.87,2015-08-11,2023-05-30
2023-12-22,62932,2225.98,2019-10-05,
2023-07-01,69736,399.02,2017-01-20,
2023-08-03,56107,2015.87,2015-10-12,
2023-05-14,84497,612.67,2022-06-23,
2023-06-19,62131,2963.36,2015-10-26,
2023-11-18,25064,2852.91,2016-06-09,
2023-05-11,22648,64.11,2016-03-31,
2023-02-26,98467,2218.92,2022-05-04,
2023-12-12,57143,426.25,2019-07-13,
2023-09-01,75173,990.35,2019-03-13,
2023-12-12,64518,251.05,2021-12-29,
2023-01-08,34695,3.39,2015-09-19,2023-09-08
2023-01-15,67730,2060.38,2022-04-06,
2023-02-01,82795,369.19,2019-11-24,2023-04-30
2023-04-23,27881,1956.04,2021-09-14,
2023-04-20,22912,1049.47,2018-05-03,
2023-07-31,49422,1779.06,2020-10-08,
2023-11-08,12248,882.93,2021-03-12,
2023-06-03,32736,2150.82,2019-11-14,
2023-03-07,27073,1708.49,2016-03-01,
2023-12-19,6155,2549.77,2015-04-17,
2023-04-04,47306,2037.43,2017-02-02,
2023-12-17,93612,1118.62,2019-12-26,
2023-01-23,76870,1409.58,2017-05-14,
2023-06-01,36042,2765.39,2015-12-05,
2023-05-12,95031,2011.2,2021-03-21,
2023-07-22,73216,2318.01,2021-07-13,
2023-10-31,45770,522.67,2022-09-13,
2023-05-01,61252,568.02,2019-08-16,
2023-02-23,25293,154.78,2022-01-27,
2023-08-16,92488,1397.75,2015-11-04,
2023-02-03,72899,376.93,2017-07-29,
2023-08-20,24596,681.5,2021-07-11,
2023-08-18,91680,362.85,2017-09-15,
2023-09-09,92964,1006.24,2020-02-21,
2023-05-08,43395,2548.22,2019-01-03,
2023-06-10,42048,343.58,2019-12-03,
2023-01-07,75439,555.15,2020-07-16,
2023-10-22,77986,1492.25,2022-08-12,
2023-06-05,40505,1262.74,2017-05-08,
2023-09-09,2840,1929.07,2016-05-05,
2023-05-16,99571,1485.85,2015-07-21,2023-08-08
2023-08-12,94004,1933.41,2017-05-28,
2023-03-27,53518,2290.06,2015-10-12,
2023-09-02,62010,809.94,2019-07-22,
2023-05-10,69752,1098.28,2020-01-10,
2023-09-24,32711,740.4,2022-12-25,
2023-02-04,51891,419.66,2019-03-24,
2023-06-18,9425,2150.6,2017-02-03,
2023-02-02,88856,2149.68,2021-05-12,
2023-01-27,59864,1076.96,2019-09-15,
2023-03-10,8038,440.81,2017-03-13,
2023-05-16,3169,1728.68,2019-05-15,
2023-04-07,64116,952.21,2016-04-04,
2023-11-14,42998,1150.36,2015-02-06,
2023-09-06,32706,1684.71,2022-01-07,
2023-02-05,90984,222.62,2016-04-18,
2023-01-18,9864,680.97,2018-03-06,
2023-04-05,79226,438.97,2018-10-13,
2023-09-16,38263,2943.22,2020-02-10,
2023-02-20,77980,2528.9,2022-06-09,
2023-02-23,28096,2723.75,2018-09-24,
2023-05-20,77611,21.65,2015-02-20,
2023-10-02,33296,1681.26,2017-04-01,2023-05-20
2023-01-24,53412,2780.68,2019-09-23,
2023-07-22,28530,1006.27,2015-03-07,
2023-09-21,47705,1338.32,2016-08-27,
2023-03-16,13011,1485.84,2016-04-17,2023-10-17
2023-11-24,87655,1668.95,2019-08-22,
2023-05-22,83489,1134.22,2020-03-12,
2023-11-28,87417,128.37,2017-03-15,2023-04-18
2023-09-13,65390,1458.46,2017-05-06,
2023-11-19,17640,786.3,2022-12-18,
2023-12-21,83985,2689.05,2020-04-25,
2023-05-16,13670,2038.08,2017-10-03,
2023-09-28,26554,2834.78,2019-08-18,
2023-04-23,72690,2765.4,2018-07-17,
2023-08-23,25224,1801.18,2019-08-05,
2023-11-15,61338,697.54,2017-06-04,
2023-10-03,2298,305.09,2020-08-29,
2023-03-16,48008,830.21,2018-09-18,
2023-12-01,93532,912.99,2021-03-09,
2023-09-01,35363,508.43,2017-05-08,
2023-02-07,64586,2633.44,2019-07-13,
2023-06-06,76330,1281.89,2017-12-20,
2023-07-18,86233,768.1,2015-12-20,
2023-12-19,72479,165.05,2020-08-24,
2023-04-04,96498,1541.9,2021-01-12,
2023-10-21,88303,880.03,2019-04-30,
2023-02-25,56706,2918.04,2018-05-12,
2023-01-21,84411,2410.72,2022-01-04,
2023-04-21,80361,1920.65,2022-08-11,
2023-06-21,82970,1127.56,2016-02-10,
2023-07-21,74758,1728.4,2018-10-09,
2023-08-13,79854,2418.28,2017-12-30,
2023-01-19,71123,1694.73,2018-08-05,
2023-11-29,40631,2766.31,2017-06-15,2023-10-04
2023-06-01,92625,2246.46,2020-08-28,
2023-10-14,30046,646.48,2018-12-06,2023-09-17
2023-10-31,8419,2708.99,2021-04-02,
2023-10-09,91352,2679.67,2022-12-18,
2023-11-08,84062,2643.39,2018-12-24,
2023-12-03,65567,1296.93,2020-10-16,
2023-05-19,18200,1655.11,2020-04-08,2023-12-20
2023-02-11,33825,2833.08,2020-12-02,
2023-08-17,18967,1954.67,2019-07-23,
2023-07-10,70951,297.98,2020-08-31,2023-05-08
2023-03-25,43265,410.0,2020-04-10,
2023-02-15,67030,10.36,2018-12-01,
2023-05-04,85697,1819.72,2017-10-24,
2023-10-09,18446,2400.26,2017-03-31,
2023-09-24,15964,1172.48,2017-06-30,
2023-02-28,67622,1179.16,2015-07-22,2023-05-31
2023-04-06,95063,17.86,2020-10-31,
2023-02-16,5963,1919.44,2022-11-15,
