DAY_ID,CUSTOMER_DIM_ID,POLICY_ID,POLICY_BALANCE_AMT,POLICY_STATUS,INSURANCE_POLICY_CASE_SIZE,EFF_DT,END_DT
2023-06-21,39798,POL_68,22366.69,Expired,35161.04,2015-03-30,
2023-11-01,24251,POL_5,34037.0,Expired,40939.05,2018-04-22,
2023-01-04,45412,POL_98,33416.11,Expired,15418.0,2017-08-17,
2023-09-01,10350,POL_82,29594.41,Active,25666.93,2018-05-03,
2023-09-05,37538,POL_71,48996.69,Active,9915.98,2020-07-31,
2023-10-16,4584,POL_26,17418.26,Active,43280.26,2021-04-17,2023-05-08
2023-04-19,36623,POL_11,21765.53,Active,43451.89,2015-01-22,
2023-07-17,332,POL_81,31627.55,Expired,41446.47,2020-01-07,
2023-12-05,13767,POL_78,12866.82,Active,34744.93,2016-11-03,
2023-09-24,9338,POL_7,25110.32,Expired,9752.8,2015-06-14,
2023-04-25,34835,POL_18,17799.92,Active,9586.72,2022-08-14,2023-08-03
2023-09-02,25839,POL_60,30029.63,Expired,12861.46,2015-05-05,
2023-08-15,38717,POL_2,11037.29,Expired,45333.25,2020-03-07,
2023-12-17,795,POL_100,26253.18,Expired,32594.59,2022-09-10,
2023-06-08,44494,POL_39,17930.8,Active,7554.47,2019-11-12,
2023-12-12,30634,POL_92,39260.08,Expired,30584.63,2016-04-21,
2023-03-22,19103,POL_43,31809.8,Active,32854.94,2015-02-05,
2023-10-17,49102,POL_70,41426.07,Expired,6040.24,2020-03-24,
2023-02-22,45044,POL_91,28172.21,Expired,8664.01,2021-09-29,
2023-12-22,22207,POL_70,27543.81,Expired,27673.31,2020-05-03,
2023-04-28,16330,POL_80,41910.27,Expired,45956.33,2017-01-25,
2023-06-25,27327,POL_47,36088.04,Expired,17304.34,2015-08-29,
2023-06-02,15136,POL_90,33698.17,Active,6267.66,2018-11-25,
2023-05-04,23646,POL_88,43089.45,Active,5595.81,2021-04-09,
2023-08-07,33739,POL_66,28019.86,Active,23622.44,2021-12-13,
2023-12-17,13913,POL_36,26982.18,Active,34176.42,2019-07-28,
2023-02-11,3368,POL_37,23222.74,Expired,29253.53,2022-03-03,
2023-10-10,19968,POL_72,19200.32,Expired,27800.53,2019-03-06,
2023-10-05,19417,POL_70,48720.04,Expired,34922.63,2015-05-19,
2023-09-13,21269,POL_70,36372.1,Expired,25440.01,2021-12-11,
2023-12-23,8277,POL_75,40273.78,Active,35711.82,2019-06-22,
2023-06-13,23810,POL_88,19798.08,Active,23000.99,2015-06-08,
2023-06-17,35956,POL_48,19557.22,Active,36914.92,2020-10-22,
2023-01-10,35632,POL_34,28077.91,Expired,21158.31,2016-03-16,
2023-12-23,14300,POL_32,23092.86,Active,43703.76,2021-05-02,
2023-01-12,26866,POL_54,43233.46,Expired,6512.67,2016-08-02,
2023-06-24,44313,POL_49,21063.77,Active,49788.34,2018-01-12,
2023-06-29,16230,POL_96,29235.36,Expired,22748.44,2017-03-15,
2023-03-15,20454,POL_11,26273.26,Active,32216.66,2022-11-27,
2023-03-22,10535,POL_53,45898.33,Expired,25314.44,2018-09-07,
2023-01-15,7987,POL_76,25766.39,Active,18932.16,2021-01-10,
2023-09-22,2724,POL_14,22809.19,Active,35265.82,2017-12-20,
2023-04-27,26001,POL_63,8330.78,Active,48508.0,2021-03-08,
2023-04-03,13259,POL_8,48212.2,Active,33739.43,2021-04-01,
2023-11-29,6135,POL_29,44148.42,Active,6449.51,2020-05-10,
2023-10-06,32051,POL_68,17349.27,Active,15502.77,2017-03-03,
2023-12-14,18801,POL_64,39723.82,Expired,46620.47,2015-07-06,
2023-08-12,42744,POL_36,22061.88,Active,39228.85,2017-04-04,
2023-12-12,24956,POL_20,35288.64,Expired,22637.41,2015-03-12,
2023-10-03,45958,POL_7,19500.48,Expired,23169.22,2022-04-24,
2023-11-21,11346,POL_77,19959.35,Active,29590.67,2019-01-22,
2023-08-18,39247,POL_37,19443.32,Expired,30339.51,2018-02-22,
2023-05-29,24998,POL_64,25684.8,Active,6168.38,2021-02-19,
2023-04-28,43316,POL_32,11850.85,Active,14597.76,2021-03-04,
2023-10-18,14587,POL_6,7141.59,Expired,23567.26,2020-12-12,
2023-04-09,7165,POL_46,34588.17,Active,39621.03,2020-04-26,
2023-02-09,41907,POL_85,5759.94,Expired,7625.1,2018-03-31,
2023-01-22,19121,POL_45,9579.68,Active,27415.54,2018-08-05,
2023-06-27,20517,POL_15,40525.65,Expired,36832.35,2018-05-25,
2023-11-01,29482,POL_70,45941.47,Expired,31089.33,2017-01-21,
2023-08-20,37313,POL_33,10769.89,Expired,31966.65,2016-04-09,
2023-02-15,12773,POL_18,46481.69,Active,6198.78,2022-09-03,
2023-07-18,29097,POL_33,19171.48,Active,39129.06,2021-07-20,2023-03-20
2023-06-29,19647,POL_55,18327.55,Active,40169.82,2022-09-08,
2023-09-06,23167,POL_22,11767.79,Active,46161.69,2017-01-15,
2023-10-15,41665,POL_42,29572.17,Expired,28904.67,2020-06-29,
2023-03-25,17129,POL_92,10609.91,Active,29091.63,2022-01-03,
2023-03-19,37754,POL_66,12176.58,Expired,33049.65,2021-05-26,
2023-11-16,3576,POL_96,30474.66,Active,40610.62,2017-08-04,2023-06-11
2023-10-11,29534,POL_3,47511.62,Active,15251.19,2022-12-08,
2023-09-24,27820,POL_78,29037.45,Active,47305.37,2021-03-18,
2023-01-15,20378,POL_66,36464.65,Expired,41123.37,2021-01-14,
2023-01-26,11448,POL_72,6242.15,Active,42583.01,2020-06-19,2023-05-03
2023-03-08,37101,POL_42,38085.9,Expired,6033.41,2017-08-19,
2023-07-06,42814,POL_70,33963.48,Active,29527.11,2015-12-31,
2023-04-04,9479,POL_7,11508.76,Expired,12303.71,2019-10-28,
2023-07-17,14612,POL_64,46522.63,Active,9519.51,2021-05-12,
2023-04-03,3328,POL_50,30945.01,Active,13250.8,2020-05-11,
2023-10-26,41523,POL_96,34248.4,Expired,40941.01,2018-03-22,
2023-04-16,38548,POL_47,41713.88,Active,30897.05,2018-06-23,
2023-07-15,43511,POL_53,14055.91,Active,12986.31,2017-12-14,
2023-08-02,40640,POL_47,30567.05,Expired,24373.17,2022-05-27,
2023-09-25,19761,POL_70,9480.92,Expired,10865.63,2016-02-22,
2023-05-07,48296,POL_19,47695.45,Active,28130.44,2020-07-10,
2023-08-07,23419,POL_77,18711.02,Expired,32427.98,2019-07-29,
2023-08-04,6341,POL_81,24298.99,Expired,9693.86,2016-01-06,
2023-07-01,15327,POL_21,11708.7,Expired,21495.94,2016-10-24,
2023-10-28,2491,POL_73,5175.56,Expired,39792.33,2022-04-13,
2023-07-07,15643,POL_87,45167.2,Active,19617.36,2022-12-01,
2023-08-10,26405,POL_35,13942.05,Expired,37149.21,2019-03-11,
2023-02-11,48203,POL_56,47166.12,Expired,5861.3,2017-03-10,
2023-11-26,10720,POL_79,25803.13,Active,20588.18,2021-01-04,2023-11-16
2023-11-26,19193,POL_74,38372.67,Active,10543.54,2020-02-02,
2023-08-22,36092,POL_79,20141.93,Active,6799.36,2021-05-18,
2023-04-02,42400,POL_6,11763.2,Expired,40023.65,2019-10-08,
2023-07-18,39363,POL_89,22010.58,Expired,20477.98,2020-08-22,
2023-08-17,2452,POL_53,15612.66,Active,10508.27,2021-01-12,
2023-09-19,38197,POL_34,27612.97,Expired,22860.23,2018-08-12,
2023-03-27,28290,POL_24,27151.26,Expired,9418.08,2021-04-19,
2023-08-01,43145,POL_27,25695.52,Active,23421.45,2018-01-22,
2023-10-15,45991,POL_50,42453.36,Expired,17101.92,2016-06-09,
2023-01-14,29013,POL_79,38310.29,Expired,48626.25,2016-03-17,
2023-11-06,49489,POL_3,11067.87,Active,6784.63,2015-03-16,
2023-06-28,21216,POL_25,15754.15,Active,39447.14,2018-12-18,
2023-12-03,21635,POL_88,43427.1,Active,43667.23,2022-06-18,
2023-12-24,28706,POL_78,24996.05,Expired,44106.44,2018-05-23,
2023-11-08,33076,POL_68,23296.19,Expired,15176.07,2019-03-15,
2023-01-14,6683,POL_52,38392.51,Expired,27405.74,2020-09-19,
2023-04-28,22449,POL_54,10832.68,Expired,15319.71,2022-07-26,2023-06-12
2023-12-31,19579,POL_21,26097.15,Expired,28790.54,2015-10-13,
2023-04-05,15513,POL_30,32396.72,Active,44675.41,2016-04-15,
2023-11-28,13934,POL_48,25079.66,Active,35687.45,2019-08-25,
2023-09-18,11119,POL_37,7493.84,Active,44364.25,2019-03-25,
2023-08-29,25499,POL_43,21556.45,Expired,47231.12,2016-12-05,2023-03-03
2023-07-16,3477,POL_42,19738.77,Expired,49133.46,2015-08-26,
2023-05-28,48769,POL_43,38237.55,Expired,12669.8,2022-05-25,
2023-01-12,11551,POL_15,29381.72,Active,47941.87,2017-12-19,
2023-02-15,10318,POL_2,26417.47,Expired,20850.97,2021-06-23,
2023-01-15,33571,POL_17,22948.36,Expired,36534.24,2017-04-03,
2023-04-12,9398,POL_4,20714.36,Expired,27465.65,2016-02-22,
2023-10-12,4969,POL_82,10842.03,Expired,41675.15,2021-12-13,
2023-12-10,21338,POL_97,38452.62,Active,44982.27,2015-09-16,
2023-12-27,684,POL_33,22707.42,Expired,8487.23,2020-08-19,
2023-02-08,43021,POL_90,24057.08,Expired,36679.83,2017-09-11,
2023-10-30,31220,POL_6,46392.04,Active,26772.87,2020-07-30,
2023-07-08,21772,POL_57,32472.39,Expired,30171.85,2017-09-02,
2023-02-20,47385,POL_70,49696.98,Expired,27452.6,2017-11-29,2023-12-22
2023-09-26,35358,POL_8,23478.73,Expired,47665.17,2022-11-11,
2023-12-27,13280,POL_51,45796.0,Expired,18626.07,2020-03-06,
2023-12-14,23146,POL_20,39310.04,Active,29399.69,2020-05-31,
2023-02-04,33634,POL_1,16258.9,Expired,12743.7,2021-09-13,
2023-01-12,18414,POL_36,36678.11,Expired,48833.03,2016-08-10,
2023-03-28,30538,POL_45,24567.89,Active,29014.17,2019-08-23,
2023-10-27,3523,POL_67,48161.1,Expired,10642.85,2017-06-25,
2023-09-03,37796,POL_93,44113.25,Active,6543.16,2022-10-18,
2023-12-18,9952,POL_83,11972.19,Expired,44281.26,2020-10-16,2023-04-10
2023-05-14,46975,POL_55,39227.62,Active,30913.51,2015-04-19,
2023-07-09,27705,POL_39,33239.67,Expired,27033.21,2022-12-28,
2023-12-09,759,POL_76,47372.28,Expired,32470.36,2018-02-18,
2023-08-18,27899,POL_98,29222.94,Expired,49164.59,2020-10-26,
2023-03-29,34010,POL_84,20631.2,Active,44781.95,2019-04-28,
2023-07-11,5976,POL_64,45667.29,Active,26840.97,2022-10-06,
2023-12-31,38789,POL_23,6019.36,Active,23031.68,2015-01-06,
2023-04-30,33864,POL_61,16882.27,Expired,9881.72,2016-01-29,
2023-02-01,11714,POL_14,45901.03,Active,17172.08,2018-07-02,
2023-09-29,10439,POL_60,10712.89,Active,20745.13,2015-12-21,
2023-05-10,27781,POL_100,29823.25,Active,21792.72,2019-03-23,
2023-11-15,6842,POL_28,17511.04,Active,24429.89,2017-01-27,
2023-10-22,30017,POL_71,10880.03,Expired,26916.34,2021-03-09,
2023-03-23,21330,POL_73,45604.79,Active,27819.3,2017-11-30,
2023-06-07,19186,POL_54,10201.89,Expired,15063.77,2015-07-21,
2023-05-08,24479,POL_66,33427.94,Active,10016.22,2021-09-07,
2023-11-22,24313,POL_57,38030.54,Expired,44384.29,2015-03-20,
2023-02-12,1009,POL_85,13095.91,Expired,47176.01,2019-10-07,
2023-01-09,18533,POL_30,42364.66,Expired,14774.23,2018-11-14,
2023-02-28,36702,POL_27,11614.2,Expired,29292.36,2020-08-29,
2023-12-24,35443,POL_100,45713.62,Active,43151.5,2021-01-25,
2023-03-16,5218,POL_83,29970.06,Active,49135.97,2015-07-08,
2023-11-16,27931,POL_78,29610.18,Expired,25210.19,2022-02-22,
2023-02-08,21716,POL_69,11549.39,Expired,40604.27,2019-02-06,
2023-12-20,9313,POL_61,43025.0,Expired,42370.05,2017-02-16,
2023-04-30,19733,POL_46,10007.2,Active,22694.27,2016-11-07,
2023-10-13,20753,POL_31,10158.14,Expired,25757.09,2020-09-29,2023-03-14
2023-08-01,35998,POL_24,34293.66,Active,10698.74,2018-09-16,2023-09-05
2023-07-24,27147,POL_82,13466.2,Active,49363.6,2020-08-27,
2023-07-19,39409,POL_7,46122.36,Active,29685.56,2021-07-28,
2023-10-12,10851,POL_45,8368.12,Active,24012.78,2021-08-29,
2023-09-30,38601,POL_4,32353.04,Expired,46130.87,2020-04-08,
2023-02-23,49086,POL_66,5020.36,Active,42769.33,2020-11-27,2023-06-25
2023-07-05,31232,POL_28,42430.47,Active,15248.98,2018-10-12,
2023-08-21,43144,POL_76,46028.41,Expired,34686.48,2019-03-23,
2023-02-27,7371,POL_31,45963.78,Active,34091.64,2020-07-07,
2023-05-06,12049,POL_93,9165.38,Expired,45294.06,2016-06-27,2023-02-19
2023-09-10,23220,POL_3,32978.59,Active,20638.19,2015-05-29,2023-05-08
2023-06-26,20424,POL_35,20327.78,Active,47548.13,2019-06-13,
2023-06-18,28921,POL_92,8845.79,Active,43729.24,2021-05-13,
2023-10-12,17048,POL_41,8483.9,Active,17753.73,2019-04-08,
2023-12-11,10878,POL_22,40338.1,Expired,29864.23,2020-12-31,
2023-04-04,26385,POL_81,48175.54,Expired,6911.14,2022-05-01,
2023-02-18,28635,POL_75,26441.92,Active,19555.34,2019-10-01,
2023-12-20,5018,POL_98,9214.42,Active,48040.39,2015-03-22,
2023-11-30,26875,POL_18,34853.09,Active,11183.09,2021-12-02,
2023-01-18,7828,POL_19,30149.25,Expired,31923.18,2019-08-04,
2023-11-26,45292,POL_53,44496.76,Active,39441.66,2021-04-16,
2023-03-08,902,POL_30,26353.37,Expired,12976.54,2020-08-23,2023-01-19
2023-10-28,34241,POL_2,32030.4,Expired,6294.63,2016-01-28,
2023-10-08,12926,POL_55,36899.02,Active,30275.75,2020-06-02,
2023-05-01,5069,POL_97,19360.64,Active,23027.49,2019-11-20,
2023-04-23,11313,POL_23,20916.32,Active,32303.21,2018-11-14,
2023-12-12,42682,POL_40,44659.69,Expired,21799.68,2015-04-28,
2023-03-01,38871,POL_74,22771.5,Active,46182.53,2022-02-11,
2023-11-30,32392,POL_90,30066.57,Expired,8566.8,2019-06-11,
2023-01-23,29126,POL_49,31829.84,Expired,8882.27,2022-04-29,
2023-01-10,6066,POL_57,16720.14,Expired,22782.63,2016-08-19,2023-09-25
2023-02-16,26069,POL_88,33050.45,Expired,24839.02,2018-12-07,
2023-02-26,33546,POL_67,32714.01,Active,46635.22,2020-10-11,
2023-05-01,15967,POL_82,5022.08,Active,41927.47,2022-04-21,2023-07-20
2023-07-22,32701,POL_65,37085.33,Expired,39300.87,2017-04-02,
2023-12-03,38430,POL_9,31957.43,Expired,41317.38,2016-02-22,
2023-06-29,5825,POL_37,24095.89,Active,48487.0,2022-11-24,
2023-12-01,33452,POL_70,34743.06,Active,26383.52,2019-04-10,
2023-12-22,2390,POL_14,9827.39,Expired,7648.58,2020-12-16,
2023-03-03,46744,POL_82,43751.0,Expired,37115.59,2016-08-07,2023-05-21
2023-01-02,16830,POL_53,33809.48,Expired,25194.2,2016-07-23,
2023-01-26,39930,POL_8,35034.28,Expired,46452.76,2017-11-25,2023-06-11
2023-01-12,12423,POL_37,31507.43,Active,12735.75,2016-08-11,
2023-02-17,4795,POL_54,24343.93,Expired,6629.85,2022-03-25,
2023-10-23,47276,POL_97,11201.41,Active,19168.27,2020-08-09,
2023-08-29,10590,POL_5,5991.93,Active,16679.49,2016-08-02,2023-10-05
2023-05-14,46371,POL_91,40057.28,Active,27851.59,2022-11-24,
2023-02-01,20032,POL_19,38802.05,Expired,39215.9,2019-03-08,
2023-06-11,48212,POL_41,42889.39,Active,21810.44,2022-03-19,
2023-10-03,19307,POL_14,38521.67,Active,8628.53,2018-02-22,
2023-12-12,29033,POL_15,31874.13,Expired,20132.57,2019-07-06,
2023-04-14,21632,POL_38,43374.27,Active,32746.06,2017-05-30,
2023-12-27,14839,POL_87,12725.92,Expired,16128.55,2020-02-23,
2023-10-13,6499,POL_11,47293.32,Active,22195.13,2019-12-20,
2023-12-13,37389,POL_32,18444.12,Expired,14776.35,2019-01-06,
2023-06-17,32780,POL_40,16172.32,Expired,45028.8,2020-12-22,
2023-07-21,20165,POL_84,46363.83,Active,11076.3,2021-08-23,
2023-07-06,20057,POL_92,47140.43,Active,15337.25,2016-05-07,2023-04-20
2023-06-19,46238,POL_91,34641.3,Expired,21355.89,2017-04-02,
2023-06-30,39995,POL_75,10355.29,Expired,26328.22,2021-12-29,
2023-09-14,29280,POL_61,40997.22,Active,43037.46,2020-06-12,
2023-05-02,3868,POL_75,49726.68,Active,22495.57,2015-01-10,
2023-07-14,8885,POL_60,40507.57,Expired,47886.47,2017-05-22,
2023-12-20,31161,POL_75,25905.59,Expired,45926.96,2017-08-21,2023-04-21
2023-12-30,23422,POL_59,21264.05,Expired,34422.68,2015-05-30,
2023-08-15,35102,POL_77,22190.82,Expired,44141.0,2015-10-14,
2023-02-27,46490,POL_73,49089.6,Active,38146.03,2022-08-29,
2023-08-09,41941,POL_12,16124.12,Active,33480.62,2021-02-25,
2023-01-08,14437,POL_79,49191.14,Expired,39528.21,2020-08-10,
2023-11-25,31835,POL_1,42389.11,Active,10992.12,2019-03-16,
2023-12-20,44183,POL_77,18174.78,Expired,18433.59,2016-05-25,
2023-11-25,14927,POL_23,11135.11,Expired,24814.42,2017-05-04,
2023-12-24,4011,POL_70,30171.31,Active,5844.95,2017-05-01,
2023-12-16,15120,POL_21,47652.01,Expired,37554.52,2018-12-04,
2023-11-08,9562,POL_15,41115.55,Active,16165.6,2021-04-26,
2023-06-19,7094,POL_96,5971.56,Active,21904.46,2021-05-04,
2023-11-15,43308,POL_28,48637.21,Active,10086.41,2015-08-26,
2023-08-05,18210,POL_17,25712.5,Expired,36521.19,2021-07-22,
2023-09-30,30453,POL_91,49209.49,Active,28355.02,2015-03-16,
2023-06-02,48689,POL_61,25018.9,Expired,12037.39,2015-11-29,
2023-11-22,22228,POL_61,49344.38,Active,48940.06,2017-07-20,
2023-01-03,39170,POL_50,48984.37,Expired,39146.39,2021-06-05,
2023-03-02,46744,POL_63,30820.45,Active,38533.6,2016-04-05,
2023-01-16,37036,POL_44,25534.14,Active,43929.57,2015-10-18,
2023-11-19,32205,POL_74,44929.29,Active,8059.31,2017-09-28,2023-09-06
2023-11-01,44515,POL_8,45847.38,Active,6409.54,2015-03-27,
2023-01-14,45186,POL_79,46069.18,Active,43748.04,2021-07-14,
2023-07-27,2333,POL_51,23423.68,Active,36335.67,2019-06-29,
2023-12-22,31331,POL_15,23329.89,Expired,33017.62,2017-12-06,
2023-12-22,472,POL_46,30696.4,Expired,22720.18,2021-01-28,
2023-10-04,30862,POL_2,32125.84,Expired,18559.77,2015-04-07,
2023-04-11,45607,POL_21,18826.46,Expired,25924.2,2019-01-17,
2023-12-22,16184,POL_97,34480.59,Expired,45876.37,2022-04-19,
2023-03-05,305,POL_95,42211.48,Active,15108.21,2015-09-03,
2023-04-12,19928,POL_89,25134.49,Active,17737.04,2018-11-16,
2023-09-07,23276,POL_24,14748.25,Expired,17838.53,2020-09-05,
2023-08-19,615,POL_40,43548.94,Active,13602.49,2020-10-06,
2023-04-21,21312,POL_98,17348.8,Expired,15799.78,2020-03-02,
2023-04-12,45453,POL_42,31747.4,Expired,49977.19,2020-09-08,
2023-03-28,2995,POL_83,32304.58,Expired,43355.85,2020-10-25,2023-08-03
2023-09-07,34069,POL_46,24106.24,Expired,38380.95,2020-03-30,
2023-03-02,33829,POL_89,37991.21,Expired,13403.74,2019-12-18,
2023-07-27,17020,POL_5,38928.19,Active,7478.89,2021-01-15,
2023-05-23,27949,POL_48,36291.56,Expired,11136.28,2019-03-06,
2023-03-18,32490,POL_30,13574.1,Active,17546.35,2016-04-21,
2023-05-10,44526,POL_38,31558.77,Expired,47143.22,2015-10-08,
2023-10-11,15468,POL_79,5469.49,Expired,47353.36,2020-02-10,
2023-09-07,28874,POL_88,47156.01,Active,46461.2,2019-09-03,
2023-10-14,23354,POL_8,44496.08,Active,6375.66,2016-10-20,
2023-08-27,15519,POL_58,13452.34,Active,45412.84,2017-07-05,
2023-04-14,32683,POL_20,25264.77,Expired,44374.52,2016-12-23,
2023-04-04,12316,POL_14,11871.91,Active,24281.26,2022-05-27,
2023-01-01,793,POL_43,48039.48,Expired,42014.84,2019-09-26,
2023-09-24,8385,POL_23,19420.07,Active,7975.05,2020-06-11,
2023-08-13,48815,POL_45,23694.1,Active,41647.91,2019-05-13,
2023-02-24,3919,POL_42,40908.76,Active,8540.16,2015-04-02,
2023-08-22,21802,POL_23,43692.3,Expired,30506.96,2016-11-11,
2023-10-09,21157,POL_83,44035.37,Active,37674.33,2022-03-05,
2023-10-15,34243,POL_59,43765.97,Expired,39237.41,2016-03-17,
2023-07-28,4218,POL_48,48531.21,Expired,29840.52,2020-06-20,
2023-06-15,30647,POL_20,15570.64,Active,41423.51,2021-02-25,2023-07-24
2023-07-22,2406,POL_28,9812.8,Active,11569.62,2017-09-10,
2023-08-21,1727,POL_45,43006.92,Active,17020.02,2017-12-03,
2023-07-26,48405,POL_69,26536.56,Active,11576.23,2019-08-22,
2023-11-02,2553,POL_84,29255.39,Expired,34784.63,2019-11-07,
2023-06-19,35029,POL_100,16252.04,Active,9034.31,2021-04-02,
2023-01-07,29540,POL_84,41063.2,Active,39620.27,2020-10-05,
2023-07-22,42949,POL_33,17605.78,Expired,23592.67,2020-02-19,
2023-12-27,15491,POL_42,26185.62,Expired,35146.19,2022-05-30,
2023-12-22,18496,POL_44,48074.39,Expired,10794.6,2017-11-12,
2023-08-11,48037,POL_11,33146.25,Active,42170.57,2015-03-07,
2023-06-13,32725,POL_18,11755.77,Active,27367.34,2017-11-21,
2023-07-02,36842,POL_19,32051.82,Expired,42772.17,2020-09-29,
2023-09-17,49012,POL_97,38235.68,Expired,46446.16,2022-01-23,
2023-02-20,49659,POL_6,49157.19,Active,29596.0,2017-05-10,
2023-11-28,1524,POL_43,7024.13,Active,14946.29,2022-04-20,2023-12-25
2023-02-25,34963,POL_1,10253.88,Active,14290.66,2020-11-21,
2023-04-25,28374,POL_20,13379.6,Expired,28897.55,2018-06-18,
2023-08-25,43447,POL_33,35135.61,Active,22288.28,2018-11-05,
2023-10-20,44788,POL_83,34899.21,Expired,39908.7,2022-01-15,
2023-02-20,12964,POL_59,37570.68,Expired,15924.47,2015-09-07,
2023-09-26,34252,POL_15,8763.54,Active,28017.5,2016-09-14,
2023-12-03,41165,POL_58,5002.51,Expired,38719.33,2018-01-08,
2023-09-10,7742,POL_47,27075.91,Active,22175.36,2015-02-21,
2023-06-18,23911,POL_48,24602.3,Active,33034.12,2015-09-25,
2023-05-31,15622,POL_60,41568.31,Active,38471.27,2022-08-27,
2023-11-04,18315,POL_46,24288.18,Expired,17220.25,2021-02-14,
2023-11-12,23670,POL_78,16005.87,Expired,23411.84,2015-09-28,
2023-07-29,29310,POL_3,23115.28,Active,23751.64,2015-01-15,2023-03-28
2023-10-04,35832,POL_62,27844.08,Expired,10872.88,2018-08-18,
2023-08-29,39725,POL_100,41225.71,Active,38908.46,2021-09-19,
2023-06-27,3650,POL_64,38344.04,Expired,35569.92,2017-09-25,
2023-08-02,32257,POL_54,44900.51,Active,13241.04,2021-11-21,
2023-11-14,23121,POL_46,21710.03,Active,19696.16,2015-09-17,
2023-10-24,1256,POL_55,26049.33,Expired,5699.38,2021-12-30,
2023-11-30,885,POL_62,17675.15,Expired,23715.41,2016-02-13,
2023-02-15,39891,POL_26,34482.97,Expired,11254.02,2021-11-26,
2023-01-16,40475,POL_90,5822.85,Active,24394.82,2020-07-25,
2023-09-19,25147,POL_89,27023.71,Expired,6050.33,2015-05-30,
2023-05-13,5328,POL_57,22883.57,Active,41481.93,2015-01-18,
2023-07-31,32797,POL_11,11305.85,Active,34660.62,2015-03-08,2023-12-10
2023-03-28,45503,POL_25,28712.54,Active,13069.34,2020-07-07,
2023-10-25,43336,POL_4,15632.12,Active,40106.69,2017-01-26,
2023-10-13,6720,POL_14,32536.83,Active,33268.44,2022-10-27,
2023-09-02,47434,POL_76,11438.18,Active,8965.89,2017-08-28,
2023-12-07,10879,POL_7,45031.15,Active,27636.41,2015-01-11,
2023-08-30,7767,POL_57,35327.17,Expired,48812.0,2020-01-10,
2023-07-28,49480,POL_47,11569.61,Expired,9847.74,2016-02-27,
2023-08-22,11064,POL_84,25814.93,Expired,24979.63,2016-09-25,2023-12-05
2023-05-06,44601,POL_59,10690.09,Active,46238.99,2022-04-10,
2023-05-22,28045,POL_30,38228.19,Active,49658.44,2020-03-19,
2023-01-26,36813,POL_29,34081.56,Expired,28383.3,2020-03-17,
2023-10-11,35270,POL_11,33263.2,Expired,28794.76,2019-08-23,
2023-04-10,46326,POL_46,32173.6,Expired,46214.53,2020-05-21,
2023-09-11,4173,POL_19,22507.97,Active,18368.96,2016-02-27,
2023-07-18,16041,POL_47,40068.07,Expired,37599.71,2015-03-25,
2023-03-22,25647,POL_81,20779.69,Active,10184.47,2019-07-06,
2023-06-14,16385,POL_2,14197.68,Expired,47452.89,2020-09-05,
2023-06-21,48369,POL_60,48728.21,Active,25572.1,2016-04-30,
2023-04-22,29632,POL_19,10895.99,Expired,29249.98,2021-04-14,
2023-05-12,43866,POL_48,13497.3,Active,23549.58,2015-05-07,
2023-07-05,1343,POL_89,27494.34,Active,16759.86,2019-06-09,
2023-03-10,47836,POL_75,14419.55,Expired,39603.4,2021-09-20,
2023-09-03,9828,POL_64,9570.6,Expired,44207.01,2015-11-24,
2023-07-23,24206,POL_53,26693.14,Active,8587.91,2018-11-25,
2023-08-19,40738,POL_75,22907.19,Active,34531.17,2022-12-23,
2023-02-08,43603,POL_17,19173.2,Expired,18076.22,2018-05-14,
2023-04-28,32540,POL_36,10374.86,Expired,14134.56,2019-02-18,
2023-01-11,12040,POL_93,8211.68,Active,15689.66,2022-12-14,
2023-06-14,31767,POL_58,15581.5,Expired,35400.56,2022-08-10,
2023-01-02,39485,POL_31,17392.73,Active,38337.08,2020-04-28,
2023-07-08,9384,POL_44,22824.08,Active,35708.43,2016-07-21,
2023-07-28,34401,POL_66,21035.8,Expired,48333.8,2019-11-24,
2023-09-29,18506,POL_1,20593.75,Active,40542.52,2019-12-24,
2023-01-18,28540,POL_53,14529.83,Expired,20246.18,2018-10-31,
2023-03-18,16826,POL_1,28113.06,Expired,19482.01,2015-11-28,
2023-05-03,30337,POL_43,13230.92,Active,20543.49,2020-04-26,
2023-04-09,3543,POL_89,24613.53,Expired,28040.61,2021-04-18,
2023-07-10,49136,POL_90,21087.85,Expired,43879.99,2021-12-12,
2023-12-14,47732,POL_90,11976.09,Expired,34769.36,2021-08-18,2023-07-12
2023-12-06,9161,POL_44,27379.21,Active,27039.08,2020-10-14,
2023-10-04,7771,POL_73,7529.55,Expired,22923.32,2016-05-30,
2023-12-28,5556,POL_22,38248.97,Expired,11546.83,2020-08-02,
2023-03-13,5467,POL_36,29667.22,Active,14533.13,2021-01-17,
2023-04-04,39243,POL_36,24683.82,Expired,32582.6,2018-09-11,
2023-04-16,3103,POL_59,44515.47,Active,11924.39,2020-05-17,
2023-06-07,48111,POL_62,24410.9,Active,9102.51,2022-09-20,
2023-08-20,4562,POL_66,45360.18,Active,26216.52,2019-06-26,
2023-01-14,36183,POL_79,13975.47,Active,7527.16,2017-03-06,
2023-05-14,47181,POL_37,45222.97,Expired,18315.14,2017-08-11,
2023-06-25,49987,POL_61,22165.57,Expired,15712.35,2016-09-24,
2023-03-06,28595,POL_69,37589.86,Expired,10918.26,2016-06-25,
2023-07-01,27227,POL_29,32503.28,Active,20690.45,2022-12-28,
