DAY_ID,ACCOUNT_DIM_ID,CREDIT_CARD_SPEND_AMT,CARD_TYPE,EFF_DT,END_DT
2023-01-30,35517,3963.5,Visa,2017-12-16,
2023-04-28,23564,1431.9,MasterCard,2019-02-19,
2023-03-09,30366,4255.03,MasterCard,2019-01-31,
2023-04-16,90618,363.93,Amex,2021-10-11,
2023-08-04,27270,4421.13,Amex,2019-02-27,
2023-06-27,99522,4617.98,Amex,2019-07-25,
2023-10-18,91962,394.42,Visa,2015-07-05,
2023-03-22,19489,1140.72,Amex,2016-11-21,
2023-12-29,9296,940.57,Visa,2018-10-18,
2023-06-17,1420,4857.8,Amex,2015-03-11,
2023-02-17,72585,1592.84,Amex,2016-10-16,
2023-05-19,41850,1462.28,MasterCard,2017-03-01,
2023-08-31,62725,4488.54,MasterCard,2018-10-06,
2023-09-09,8548,1713.52,Visa,2020-04-21,2023-02-02
2023-07-30,21620,3791.11,Visa,2017-03-16,
2023-10-01,19709,3321.07,Amex,2021-03-03,
2023-11-28,26118,2076.69,Visa,2021-11-28,
2023-10-23,74122,4011.25,Visa,2016-05-18,
2023-01-21,38914,4568.97,Visa,2015-06-07,
2023-05-25,80474,1669.41,Visa,2016-04-25,
2023-11-26,29879,1193.56,Visa,2017-08-21,
2023-07-21,10768,4387.45,Amex,2020-12-21,
2023-10-27,60204,3570.34,MasterCard,2015-03-11,2023-10-13
2023-04-23,24484,1522.16,Amex,2018-06-03,
2023-04-18,59311,1433.85,MasterCard,2022-05-27,
2023-09-19,73241,654.71,Amex,2017-07-26,
2023-11-22,81500,4559.51,Amex,2016-09-10,
2023-01-26,13674,2296.39,Visa,2018-05-16,
2023-08-14,62555,969.39,MasterCard,2017-11-02,
2023-06-19,42448,608.34,Visa,2019-04-15,
2023-07-24,19434,4663.15,MasterCard,2019-08-25,
2023-11-20,11645,3429.39,Visa,2019-02-03,
2023-12-22,45720,757.33,Visa,2017-11-22,
2023-05-13,6627,2710.36,Visa,2017-03-08,
2023-11-24,49518,3890.08,MasterCard,2020-07-05,
2023-03-18,78064,3768.48,MasterCard,2018-12-05,
2023-03-22,5461,586.19,MasterCard,2016-04-01,
2023-05-03,87977,4545.07,Amex,2021-10-28,
2023-09-18,91248,3354.81,Visa,2019-04-28,
2023-02-11,24316,2845.28,Amex,2019-11-21,2023-01-19
2023-07-13,87793,2816.53,Amex,2020-08-11,
2023-09-22,25597,3736.54,MasterCard,2017-10-20,
2023-04-17,75278,4815.47,Amex,2021-07-28,2023-11-18
2023-11-17,26874,818.58,Visa,2018-06-24,
2023-04-24,39476,4241.6,MasterCard,2015-06-04,
2023-06-18,94621,88.01,Amex,2019-08-28,
2023-01-07,31247,3711.38,MasterCard,2020-08-20,2023-01-12
2023-04-19,76147,1243.31,Amex,2015-10-15,
2023-07-31,43997,3075.07,Visa,2022-03-10,
2023-12-03,15605,4449.49,Visa,2019-05-03,
2023-11-25,88193,2694.46,MasterCard,2016-12-07,
2023-03-05,16938,2215.93,Visa,2016-10-10,
2023-01-09,99333,2630.67,Amex,2018-05-14,
2023-05-20,2835,2107.29,Visa,2016-02-27,
2023-02-06,3024,1128.28,MasterCard,2020-11-21,
2023-04-25,3648,4082.76,Amex,2019-07-07,
2023-07-08,80171,1911.73,Visa,2018-02-08,
2023-01-18,57205,2737.52,MasterCard,2021-08-19,
2023-10-16,54698,1616.2,Amex,2022-11-18,
2023-12-05,4031,444.97,Visa,2020-08-18,
2023-04-01,9529,2277.84,Visa,2017-12-31,
2023-05-02,90484,2220.45,Visa,2019-05-03,
2023-10-05,70942,637.96,Visa,2016-09-23,
2023-05-30,25701,480.4,Amex,2019-11-10,
2023-06-02,521,4945.52,Visa,2018-01-03,
2023-02-26,96619,1397.58,MasterCard,2021-03-07,
2023-08-02,29722,263.87,MasterCard,2017-08-17,
2023-08-14,42538,781.21,Amex,2020-07-04,
2023-05-26,33220,3744.51,Visa,2020-04-10,
2023-02-27,73913,1796.08,MasterCard,2022-02-15,
2023-05-29,99425,905.67,Visa,2020-12-10,
2023-09-23,66824,1172.43,Amex,2016-01-05,
2023-12-26,40009,1707.82,Visa,2019-08-03,
2023-11-25,52847,3332.37,MasterCard,2019-09-07,
2023-06-12,90736,3945.21,Amex,2015-04-14,
2023-03-02,58768,3234.14,Amex,2016-03-05,
2023-03-21,49945,383.66,Visa,2017-03-04,
2023-01-05,67387,1751.18,Amex,2016-05-09,
2023-03-13,70764,4007.27,MasterCard,2018-08-30,2023-11-11
2023-12-18,19927,1380.56,Visa,2020-07-14,
2023-11-12,33694,2626.71,Visa,2017-12-15,
2023-12-11,41295,530.43,Visa,2021-05-04,
2023-07-17,91527,4760.01,MasterCard,2017-11-18,
2023-10-13,96893,2060.46,MasterCard,2017-04-17,
2023-09-07,62356,2526.61,Amex,2020-12-21,
2023-06-27,92716,3626.49,MasterCard,2018-05-29,
2023-04-09,2349,3043.72,MasterCard,2015-06-22,2023-06-16
2023-12-30,17194,1137.9,Amex,2018-09-10,2023-08-15
2023-05-14,19552,685.87,Amex,2021-11-29,
2023-08-27,99374,1629.09,MasterCard,2020-07-07,
2023-08-14,91673,4899.44,MasterCard,2022-09-02,
2023-03-01,58112,457.76,MasterCard,2017-11-24,
2023-10-27,15690,882.77,Visa,2015-04-09,
2023-04-07,69776,799.32,Amex,2016-04-09,
2023-10-23,78616,3902.06,MasterCard,2021-04-05,
2023-08-26,48535,1299.55,MasterCard,2017-10-15,
2023-03-02,96734,1857.16,Visa,2019-04-12,
2023-11-27,23804,4978.41,MasterCard,2019-02-04,2023-03-02
2023-03-20,88839,4587.46,MasterCard,2020-09-26,2023-11-10
2023-03-09,71265,396.96,Amex,2015-08-21,
2023-10-19,20977,4926.3,Amex,2015-07-08,
2023-03-06,93428,2776.11,Amex,2018-02-21,2023-07-01
2023-08-29,33214,4240.03,Amex,2022-02-22,
2023-12-11,36990,4851.3,MasterCard,2019-08-16,
2023-01-27,91203,2588.67,MasterCard,2019-07-14,
2023-10-02,27109,2527.31,Amex,2017-03-12,
2023-12-30,5210,1740.67,Amex,2017-06-07,
2023-12-21,16284,4437.02,MasterCard,2020-06-21,
2023-07-29,5226,1664.15,Amex,2016-11-04,
2023-12-01,1779,3329.53,Visa,2015-05-22,2023-04-17
2023-08-05,70492,4187.21,Visa,2022-09-05,
2023-05-30,67112,3905.92,Visa,2017-03-23,2023-10-11
2023-12-11,69603,1401.72,Visa,2020-01-19,
2023-04-06,45946,3611.29,Visa,2021-02-14,
2023-08-16,39130,4637.87,MasterCard,2015-05-12,
2023-07-13,29311,3117.48,MasterCard,2022-12-17,
2023-01-09,96916,4554.55,MasterCard,2015-12-12,
2023-07-27,74449,4833.69,MasterCard,2017-10-02,
2023-01-28,69480,4706.56,Visa,2017-08-04,
2023-08-04,98924,723.0,MasterCard,2017-05-28,
2023-07-06,37599,1580.24,Amex,2020-04-09,
2023-03-19,33580,3309.93,Visa,2017-06-29,
2023-10-12,57049,3941.63,Amex,2019-03-02,
2023-01-30,45363,3026.14,Amex,2015-02-05,
2023-10-18,46747,3536.76,Visa,2015-05-12,
2023-01-27,83939,4247.06,MasterCard,2020-11-06,
2023-02-26,11025,2275.86,Visa,2016-06-05,
2023-04-02,53422,2468.58,Amex,2021-03-17,
2023-03-20,83285,3200.94,Visa,2018-05-03,
2023-04-05,22247,2994.19,MasterCard,2020-12-08,
2023-09-15,33204,4729.1,Visa,2021-11-04,
2023-05-15,96762,460.96,Visa,2019-09-10,2023-09-28
2023-03-11,4416,852.89,Amex,2017-05-11,
2023-10-01,94889,4200.4,Visa,2019-12-09,
2023-10-27,21496,1211.09,MasterCard,2019-04-02,
2023-11-28,90982,3794.37,MasterCard,2017-03-31,
2023-03-28,41212,234.0,MasterCard,2019-12-30,
2023-06-30,4231,3405.76,Amex,2018-06-29,
2023-01-06,78570,1295.52,Amex,2021-07-27,
2023-05-24,63886,2370.59,MasterCard,2015-04-07,
2023-04-01,55119,2379.43,MasterCard,2016-05-12,
2023-10-16,77435,4595.53,MasterCard,2016-11-27,
2023-12-31,3798,2538.04,MasterCard,2015-11-18,
2023-01-02,85724,1184.59,Amex,2017-04-16,
2023-09-28,15557,2125.97,Amex,2020-10-01,
2023-10-20,88209,1742.58,Amex,2018-08-18,
2023-07-30,35926,4295.07,MasterCard,2019-01-16,
2023-02-27,15208,1233.35,Amex,2022-05-12,
2023-10-01,91503,4779.3,MasterCard,2020-12-27,
2023-09-17,39221,3677.61,MasterCard,2022-12-18,
2023-01-19,9610,3717.69,Visa,2017-04-01,
2023-05-06,22467,3854.27,Visa,2021-04-12,
2023-05-14,5247,1996.95,Visa,2021-12-27,
2023-10-11,36702,608.68,Visa,2019-03-30,
2023-07-09,89832,2780.99,MasterCard,2017-06-01,
2023-12-11,48594,3386.34,Visa,2017-06-27,
2023-11-26,89650,2130.71,Amex,2019-08-03,
2023-02-07,4066,1971.13,MasterCard,2017-08-04,
2023-09-02,91981,1200.89,Amex,2016-02-08,
2023-10-16,47349,3286.8,MasterCard,2016-10-09,2023-03-26
2023-06-02,77267,3925.75,MasterCard,2022-11-21,
2023-02-06,42180,3336.71,Amex,2018-05-03,
2023-05-01,14146,4841.76,Visa,2016-10-10,
2023-12-29,29489,2460.36,MasterCard,2018-11-06,
2023-03-25,36131,1911.28,Visa,2015-01-04,2023-05-18
2023-06-25,40835,4502.64,MasterCard,2019-04-29,2023-10-11
2023-05-29,60537,4560.72,Visa,2016-05-23,
2023-09-16,32747,1707.63,Amex,2017-01-06,
2023-07-08,75379,2717.18,MasterCard,2022-07-06,
2023-01-03,45642,1528.77,Amex,2022-09-16,
2023-10-27,58386,3815.76,MasterCard,2018-12-27,
2023-01-13,13819,1340.13,MasterCard,2021-08-09,
2023-11-13,83690,4306.91,MasterCard,2016-06-18,2023-08-28
2023-05-01,32719,4041.78,Visa,2019-11-02,
2023-09-17,59219,1941.9,Amex,2015-07-29,
2023-12-26,73430,4392.43,Amex,2021-02-28,
2023-04-09,61273,4351.47,Visa,2022-03-22,
2023-05-28,51611,2347.28,Visa,2020-01-22,
2023-07-11,12805,2525.02,Visa,2020-01-01,
2023-08-15,69182,4514.64,Amex,2015-09-07,
2023-02-21,60214,618.42,Visa,2022-05-04,
2023-09-13,68711,4683.25,MasterCard,2021-08-18,
2023-09-03,14043,567.17,Amex,2022-08-08,
2023-09-30,93557,604.64,Amex,2019-03-05,
2023-09-10,84831,1801.03,Visa,2018-12-17,
2023-02-23,91489,4988.77,MasterCard,2016-01-01,2023-11-22
2023-09-02,27092,4470.27,MasterCard,2020-02-10,
2023-08-07,80567,1283.92,Visa,2017-01-17,
2023-12-05,96854,1698.48,Amex,2020-02-08,
2023-10-25,37486,1941.9,Amex,2021-07-30,
2023-04-24,18027,2851.34,Visa,2020-02-27,
2023-11-10,64258,3507.12,Visa,2020-08-16,
2023-07-20,64047,1070.48,Amex,2018-03-25,
2023-06-18,66480,1040.46,Visa,2016-01-14,
2023-10-29,75044,435.89,Visa,2021-05-19,
2023-05-05,74880,4050.37,MasterCard,2019-08-30,
2023-05-19,83622,1885.83,Visa,2016-05-06,
2023-05-10,4239,4693.68,Visa,2022-01-15,
2023-03-08,93751,739.26,MasterCard,2022-10-02,
2023-09-18,9360,4433.82,Amex,2017-03-09,
2023-07-02,39820,4110.73,MasterCard,2016-02-17,
2023-01-07,20866,1574.84,Amex,2021-10-24,
2023-11-27,99776,4407.69,MasterCard,2021-10-15,
2023-08-05,98667,3657.99,Amex,2018-09-04,
2023-05-23,43467,2729.15,MasterCard,2015-08-26,
2023-04-08,29568,3471.93,Visa,2019-02-18,
2023-11-19,7281,2440.36,Amex,2022-06-19,
2023-08-07,48693,2933.61,Visa,2016-01-27,
2023-10-15,68551,2336.7,Amex,2022-05-04,
2023-02-18,8894,1267.02,MasterCard,2017-04-17,
2023-02-06,18848,1940.01,MasterCard,2021-01-30,
2023-11-13,30678,2236.04,Amex,2020-01-09,
2023-09-27,86628,338.34,Amex,2017-09-21,
2023-03-17,95398,1841.76,Amex,2022-06-22,
2023-12-30,12985,57.97,Visa,2015-10-22,
2023-05-16,52069,4384.87,Amex,2018-10-19,2023-08-29
2023-03-22,29353,3243.5,Visa,2016-11-17,
2023-03-08,43591,3181.73,MasterCard,2019-02-02,
2023-06-10,34649,2257.96,MasterCard,2021-10-22,2023-06-13
2023-07-25,77635,4565.75,MasterCard,2015-10-03,
2023-01-08,20816,4114.5,MasterCard,2022-05-17,
2023-01-14,33,3956.85,Visa,2017-11-02,
2023-06-01,32162,3178.33,Visa,2017-07-13,
2023-10-28,11198,3336.87,Visa,2021-06-26,
2023-07-09,61821,577.1,Visa,2017-06-15,
2023-03-13,15947,3496.32,Visa,2015-06-01,
2023-10-23,9938,1031.83,Amex,2016-10-14,
2023-06-21,32322,2928.98,Amex,2019-12-31,
2023-10-18,23810,306.28,MasterCard,2022-11-28,
2023-08-12,47905,2245.35,MasterCard,2018-12-03,
2023-06-18,2028,2862.3,MasterCard,2022-05-14,
2023-02-24,2388,867.96,Visa,2018-10-26,
2023-07-02,87379,64.45,Visa,2015-09-18,
2023-05-05,15992,1482.5,Amex,2020-11-16,
2023-02-02,50180,1513.64,Visa,2016-06-24,
2023-09-22,18204,4690.2,Amex,2017-11-11,
2023-05-31,96395,1955.13,MasterCard,2016-04-26,
2023-06-09,71863,3184.12,Visa,2021-07-11,
2023-10-02,49,2103.54,MasterCard,2016-10-01,
2023-03-08,45084,2970.27,Amex,2021-08-24,
2023-04-03,56251,2198.75,Visa,2020-07-03,
2023-12-19,70782,2897.31,MasterCard,2021-06-05,
2023-03-05,27058,4502.58,MasterCard,2015-04-15,
2023-07-27,66597,3436.36,Amex,2017-10-06,
2023-05-17,68583,3757.16,Visa,2016-05-21,
2023-01-14,42722,4563.61,Amex,2015-12-22,
2023-02-19,81060,4434.98,MasterCard,2015-06-22,2023-05-31
2023-04-07,27759,3775.6,Visa,2020-03-18,
2023-09-30,63605,4790.99,Amex,2018-08-15,
2023-04-02,81115,3108.99,Visa,2021-11-23,
2023-08-14,75308,2428.78,MasterCard,2020-01-05,
2023-01-19,95427,4797.04,Visa,2018-06-05,
2023-04-27,82400,806.0,Amex,2017-06-23,
2023-07-26,70049,2927.42,Visa,2017-08-18,
2023-09-18,61572,2484.98,Visa,2022-04-19,2023-10-21
2023-08-23,56649,4668.69,Amex,2021-10-23,
2023-07-23,66732,180.87,Amex,2019-09-17,
2023-12-22,71467,1692.78,Visa,2018-01-09,
2023-10-26,81119,1456.39,Visa,2018-12-08,2023-08-11
2023-09-06,39488,1475.02,MasterCard,2015-02-17,
2023-06-22,88227,3434.68,Visa,2021-04-12,2023-04-17
2023-01-18,75834,1093.44,MasterCard,2019-11-03,
2023-11-22,57580,2697.69,MasterCard,2015-01-12,
2023-06-01,79952,2947.25,Amex,2020-03-29,
2023-03-07,97208,766.81,Amex,2018-06-03,
2023-07-15,54392,1226.7,Amex,2022-12-17,
2023-09-27,31757,1980.46,Visa,2017-05-25,
2023-06-10,10999,1594.77,Visa,2015-05-29,
2023-07-28,66968,2098.99,MasterCard,2016-10-30,
2023-01-10,17882,2646.51,MasterCard,2022-07-12,
2023-03-29,53237,404.56,MasterCard,2019-11-03,
2023-11-26,90516,376.95,MasterCard,2015-11-15,
2023-07-09,12891,1081.62,Amex,2018-04-25,2023-01-07
2023-09-15,33856,1305.91,MasterCard,2020-12-21,
2023-06-14,56880,2082.75,MasterCard,2020-06-03,
2023-09-21,77649,908.93,Amex,2021-08-27,
2023-05-13,58784,237.48,MasterCard,2019-09-10,
2023-08-22,64574,3401.48,Amex,2021-10-05,
2023-12-05,30657,3290.09,Amex,2021-03-10,2023-05-30
2023-05-30,79520,967.06,Amex,2020-05-26,
2023-02-06,62004,2178.76,Amex,2019-06-21,
2023-10-20,77086,4260.49,Visa,2021-10-15,2023-06-05
2023-12-08,86713,3550.16,Amex,2022-01-30,
2023-05-28,95236,1390.87,MasterCard,2017-06-29,
2023-07-10,88922,2694.8,MasterCard,2015-11-25,
2023-02-04,52991,2329.09,MasterCard,2021-04-02,
2023-05-19,89370,2073.49,Visa,2022-04-27,
2023-04-20,85747,2214.26,Visa,2022-06-27,
2023-05-25,66905,2980.62,Amex,2017-12-22,
2023-03-15,15341,1866.42,MasterCard,2021-08-27,
2023-10-18,66761,2352.99,MasterCard,2018-07-07,2023-05-29
2023-03-13,91393,3084.8,Visa,2018-11-18,2023-12-30
2023-02-10,95975,3328.7,Visa,2022-07-26,
2023-12-21,3112,3392.44,MasterCard,2015-04-25,
2023-12-13,18402,4959.78,MasterCard,2016-08-07,
2023-09-29,83103,948.21,MasterCard,2019-09-04,2023-12-20
2023-11-10,85916,191.86,MasterCard,2017-04-09,
2023-02-07,12517,4587.12,MasterCard,2017-12-16,
2023-07-23,58019,4400.18,Visa,2017-12-20,
2023-11-06,54165,3189.23,MasterCard,2022-06-04,
2023-01-15,58586,2163.67,Amex,2018-04-20,
2023-01-25,84841,635.86,MasterCard,2020-05-22,
2023-04-08,85837,69.27,Visa,2016-10-03,
2023-03-26,36277,4146.42,Visa,2015-08-21,
2023-06-16,51849,3087.84,Visa,2019-04-13,
2023-11-17,84778,1102.24,MasterCard,2017-07-11,
2023-05-27,9833,2482.62,Amex,2021-08-12,
2023-05-22,23494,2918.68,Amex,2021-05-27,
2023-05-04,23313,359.45,MasterCard,2016-06-29,
2023-03-21,62556,3930.96,MasterCard,2021-10-23,
2023-03-15,10385,990.66,Amex,2020-07-15,2023-07-07
2023-01-10,37864,1671.61,Amex,2019-10-04,
2023-08-05,85887,2536.79,Amex,2015-12-14,
2023-10-23,17115,2888.05,MasterCard,2017-10-15,
2023-05-27,93762,536.74,Amex,2016-02-16,
2023-11-15,44738,1957.35,Amex,2019-10-27,
2023-11-11,90802,1556.48,Amex,2021-02-24,2023-06-20
2023-09-26,13188,142.85,MasterCard,2021-08-09,
2023-01-12,87121,1011.75,Visa,2020-03-29,2023-08-22
2023-09-07,52321,4356.93,Visa,2018-05-09,
2023-06-28,21603,911.95,Visa,2016-06-17,
2023-09-12,4005,4277.09,Visa,2017-03-28,
2023-11-13,18510,3173.9,Visa,2021-07-21,2023-09-07
2023-11-14,89097,386.4,MasterCard,2022-12-25,
2023-04-19,12235,482.38,MasterCard,2017-09-24,
2023-08-14,8536,134.67,Amex,2019-12-26,
2023-03-26,40832,1836.63,Visa,2018-06-03,
2023-05-11,50228,2195.13,Amex,2016-04-21,
2023-12-29,51183,3104.21,MasterCard,2017-05-15,
2023-10-08,14527,3086.28,MasterCard,2016-08-13,
2023-06-15,97977,1878.89,Visa,2022-12-07,
2023-01-26,5237,4927.34,Amex,2015-12-17,2023-02-02
2023-09-17,81185,1865.89,Amex,2021-02-24,
2023-12-23,4792,4228.5,MasterCard,2021-07-12,
2023-05-16,83759,771.2,MasterCard,2020-03-02,
2023-11-26,38584,578.0,Visa,2018-05-20,
2023-08-08,70353,2346.2,Visa,2017-02-25,
2023-09-15,19331,1874.23,Visa,2022-01-23,
2023-09-14,44681,242.2,Visa,2017-11-04,2023-07-27
2023-01-26,60912,4797.37,Amex,2022-05-06,
2023-01-29,43474,2542.62,MasterCard,2021-02-05,
2023-02-09,5844,4664.31,MasterCard,2017-06-23,
2023-05-28,30308,811.44,Visa,2015-08-31,
2023-11-29,7456,4726.36,Visa,2022-02-24,
2023-11-21,60912,4212.46,Amex,2016-11-04,
2023-08-21,55270,2206.46,Amex,2022-12-26,
2023-05-14,90271,3834.27,Amex,2020-03-31,
2023-04-26,35551,2848.82,Visa,2015-09-19,
2023-08-14,49074,4362.04,MasterCard,2015-05-19,
2023-04-09,3221,3390.37,Amex,2020-05-12,
2023-06-11,46893,4549.04,Amex,2022-03-30,
2023-08-04,7813,4835.42,MasterCard,2021-03-03,
2023-09-18,78392,4459.87,Amex,2015-11-24,
2023-06-19,80767,2874.5,Amex,2018-06-30,2023-08-05
2023-06-18,1673,644.25,Amex,2022-12-01,
2023-09-21,10483,379.1,Amex,2016-07-28,2023-05-19
2023-09-07,63274,2219.11,MasterCard,2020-12-22,
2023-10-17,74561,2908.14,Amex,2016-04-01,
2023-05-22,92728,4982.58,MasterCard,2018-03-26,
2023-04-22,83557,3825.17,MasterCard,2020-10-16,
2023-05-04,90969,4985.65,Amex,2020-05-04,
2023-07-21,62064,2157.59,MasterCard,2022-03-30,
2023-02-25,89695,2742.25,Amex,2018-10-04,
2023-08-17,32405,893.69,MasterCard,2018-11-20,
2023-06-28,22757,1602.87,Amex,2016-07-09,
2023-11-26,61014,1159.09,Visa,2019-11-22,
2023-01-22,67972,2224.97,MasterCard,2018-09-26,
2023-03-14,37894,75.47,Visa,2021-11-29,
2023-01-06,73368,4858.34,MasterCard,2015-06-26,
2023-08-01,86751,2828.52,Visa,2019-09-04,
2023-10-06,46891,4674.03,MasterCard,2015-09-25,2023-06-11
2023-09-01,17526,703.69,Amex,2020-01-21,
2023-06-14,7948,4357.26,Visa,2020-10-08,
2023-05-04,88113,1380.03,MasterCard,2022-02-17,
2023-12-07,4485,4724.29,Visa,2022-09-07,
2023-05-05,70476,1865.42,Amex,2019-03-15,
2023-06-12,13617,4924.65,Amex,2018-08-20,
2023-05-19,60567,2313.47,MasterCard,2018-10-20,
2023-12-25,84413,2715.01,MasterCard,2017-03-01,
2023-10-19,45152,3707.3,Visa,2020-08-03,
2023-12-14,32909,1599.93,MasterCard,2020-08-08,
2023-11-27,98761,4601.4,MasterCard,2020-02-08,
2023-01-22,40292,4692.88,Amex,2017-03-01,
2023-03-22,90495,4671.12,MasterCard,2018-01-20,
2023-05-13,84943,3190.29,MasterCard,2021-04-09,
2023-10-07,13530,358.32,MasterCard,2022-08-11,2023-10-14
2023-04-29,74456,3889.7,Visa,2017-03-05,
2023-04-30,39063,2786.91,Visa,2022-05-06,
2023-08-30,60553,4557.94,Amex,2020-06-30,
2023-03-11,10139,4054.36,Amex,2021-11-09,
2023-09-03,39829,4075.62,Visa,2018-11-27,
2023-09-17,72193,166.87,Visa,2019-09-05,
2023-03-28,34812,2872.91,Visa,2019-02-06,
2023-02-08,29067,2965.21,MasterCard,2021-11-05,
2023-09-21,22342,4533.03,MasterCard,2016-07-18,
2023-08-16,18242,4985.68,MasterCard,2017-02-11,
2023-06-10,60280,68.4,Amex,2015-11-07,
2023-11-16,4147,2952.27,MasterCard,2016-07-27,
2023-07-30,52396,2677.39,Visa,2022-03-12,
2023-01-24,4409,1212.39,Visa,2017-09-03,
2023-02-23,66763,4376.51,MasterCard,2021-12-22,2023-01-25
2023-12-05,64404,4760.16,Visa,2020-04-16,
2023-11-05,84861,719.74,Visa,2018-10-07,
2023-12-11,53894,4293.64,Amex,2019-06-07,
2023-11-10,94996,2205.76,Visa,2020-12-31,
2023-06-10,25881,2178.04,Amex,2022-12-27,
2023-04-17,20771,2236.98,MasterCard,2018-10-23,
2023-09-20,80264,2104.48,MasterCard,2016-02-13,
2023-01-31,64123,2554.79,Amex,2017-11-23,
2023-06-06,34579,317.74,Visa,2022-04-25,2023-08-15
2023-11-29,24042,1800.05,MasterCard,2020-08-08,2023-05-09
2023-06-12,83929,3300.24,Visa,2015-11-07,
2023-06-28,36331,3072.49,Amex,2021-06-11,
2023-07-02,78631,449.65,Amex,2019-11-21,
2023-04-17,2660,4647.72,Amex,2021-11-11,
2023-11-29,18704,2826.24,MasterCard,2021-04-22,
2023-03-06,78716,3095.32,Amex,2020-01-07,
2023-08-01,34795,482.86,MasterCard,2017-09-17,2023-04-30
2023-04-26,94231,3718.61,Amex,2017-03-11,
2023-05-14,30272,4232.43,Amex,2016-12-07,
2023-04-18,7109,378.5,Visa,2017-08-24,
2023-09-15,85985,1719.55,Amex,2019-05-24,2023-08-29
2023-05-23,15478,2992.61,Amex,2020-06-27,
2023-09-18,49834,382.82,MasterCard,2022-09-25,
2023-12-28,70139,3770.67,MasterCard,2016-02-03,
2023-09-20,93785,681.75,Amex,2018-11-30,
2023-06-09,21639,636.34,Visa,2019-01-20,
2023-09-02,53899,3826.78,Amex,2016-05-30,
2023-07-22,95354,2367.44,Amex,2015-03-08,
2023-07-16,48476,3058.17,Amex,2017-04-10,
2023-03-10,89855,3019.76,Amex,2019-06-03,
2023-02-17,11534,3249.88,Amex,2017-11-19,
2023-09-12,55377,3232.71,MasterCard,2020-01-28,
2023-09-17,11581,574.35,Amex,2020-01-20,2023-03-24
2023-07-10,99329,401.34,MasterCard,2019-05-07,
2023-12-05,92346,789.63,Visa,2017-08-10,
2023-10-28,91393,2389.26,MasterCard,2017-03-18,2023-11-20
2023-03-23,74759,1113.44,Visa,2020-10-14,
2023-03-30,49973,2077.94,Visa,2018-03-09,
2023-12-23,41615,2566.08,MasterCard,2017-03-27,
2023-04-03,52004,724.04,MasterCard,2022-04-23,
2023-10-30,85797,4902.69,MasterCard,2021-05-18,
2023-02-12,73236,4506.98,Amex,2015-05-24,
2023-07-02,90176,2676.96,Visa,2016-04-27,
2023-05-23,72168,3532.33,Visa,2019-04-11,
2023-07-07,26345,1254.67,Amex,2021-11-25,
2023-04-16,78358,1429.35,MasterCard,2020-03-11,
2023-07-12,23522,395.95,Visa,2022-08-29,2023-12-03
2023-05-06,24692,1605.55,Amex,2015-08-10,
2023-04-22,75476,4428.65,Visa,2019-05-16,
2023-08-02,5544,1481.44,MasterCard,2022-11-02,
2023-07-25,35779,1641.46,Visa,2020-11-12,
2023-11-06,30055,4086.79,Visa,2019-09-20,
2023-05-03,45442,1428.93,Amex,2015-08-12,
2023-02-04,30278,1393.54,Visa,2021-01-30,
2023-12-15,43233,952.76,Amex,2016-04-03,2023-08-07
2023-08-04,35005,1206.9,Amex,2015-01-07,
2023-04-23,75525,1322.8,Visa,2018-06-09,
2023-09-13,79681,4909.78,Amex,2020-02-22,
2023-12-06,84162,4919.65,Visa,2019-10-17,
2023-04-14,47152,499.97,Visa,2018-03-12,
2023-08-10,38759,2971.42,Amex,2020-07-29,
2023-01-17,11588,2876.24,Amex,2020-06-17,
2023-10-31,36472,2208.7,MasterCard,2021-04-23,
2023-05-31,20212,3192.45,Visa,2015-11-12,
2023-07-24,16064,51.94,MasterCard,2020-07-21,
2023-01-07,58485,1159.97,MasterCard,2019-11-25,
2023-03-17,49144,4004.09,Visa,2017-05-08,
2023-08-19,76845,626.77,Visa,2021-05-16,2023-03-16
2023-04-19,69469,4444.94,MasterCard,2015-10-02,
2023-11-15,92211,4787.72,Amex,2020-09-05,
2023-09-04,27678,307.04,MasterCard,2015-10-02,
2023-04-07,76378,3938.06,Visa,2017-08-23,
2023-08-09,38282,4733.39,MasterCard,2022-01-24,
2023-08-22,71875,1741.51,Amex,2015-12-30,
2023-05-16,75381,3566.19,MasterCard,2022-09-06,
2023-10-24,59700,1686.56,Amex,2020-01-09,
2023-07-02,55550,2929.47,Amex,2015-06-28,
2023-09-08,53665,662.4,MasterCard,2020-03-23,
2023-02-17,52653,2489.36,MasterCard,2016-09-23,
2023-05-07,34643,2910.05,Amex,2021-08-11,
2023-06-28,70853,1372.91,MasterCard,2021-11-27,
2023-11-13,31060,4342.12,Visa,2022-05-07,
2023-08-28,40871,3066.66,Amex,2020-10-07,
2023-09-13,93593,4445.15,Visa,2015-11-20,
2023-01-19,98880,456.8,Amex,2020-01-07,
2023-04-04,152,2957.54,Visa,2019-05-22,
2023-06-16,51443,1560.57,Amex,2022-04-09,
2023-04-17,73415,1942.7,Amex,2016-07-03,
2023-07-31,81914,1147.26,Visa,2021-03-20,
2023-03-14,80662,3590.99,Amex,2018-06-11,
2023-07-25,96681,2119.56,Amex,2021-01-30,
2023-09-10,42115,279.2,Visa,2022-01-10,
2023-02-12,19223,2426.27,Amex,2018-02-13,2023-04-11
2023-11-08,66339,1894.31,Amex,2019-06-08,
